fbref_id,tm_id,PlayerFBref,TmPos,UrlTmarkt
27c01749,434207,Aaron Connolly,Centre-Forward,https://www.transfermarkt.com/aaron-connolly/profil/spieler/434207
4f974391,92571,Aaron Cresswell,Left-Back,https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571
1780bb4a,591949,Aaron Hickey,Left-Back,https://www.transfermarkt.com/aaron-hickey/profil/spieler/591949
5f9f0531,4687,Aaron Hunt,Attacking Midfield,https://www.transfermarkt.com/aaron-hunt/profil/spieler/4687
2ff964a0,14221,Aaron Lennon,Right Winger,https://www.transfermarkt.com/aaron-lennon/profil/spieler/14221
29ef0f49,289587,Aaron Leya Iseka,Centre-Forward,https://www.transfermarkt.com/aaron-leya-iseka/profil/spieler/289587
47b7e3af,123951,Aaron Mooy,Central Midfield,https://www.transfermarkt.com/aaron-mooy/profil/spieler/123951
ef619b0b,50057,Aaron Ramsey,Central Midfield,https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057
4b6bcb0d,657994,Aaron Rowe,Right Midfield,https://www.transfermarkt.com/aaron-rowe/profil/spieler/657994
9e525177,477758,Aaron Wan-Bissaka,Right-Back,https://www.transfermarkt.com/aaron-wan-bissaka/profil/spieler/477758
2f3e911a,251878,AarÃ³n MartÃ­n,Left-Back,https://www.transfermarkt.com/aaron-martin/profil/spieler/251878
4749367a,232854,Abdallah N'dour,Left-Back,https://www.transfermarkt.com/abdallah-ndour/profil/spieler/232854
fdbde523,776798,Abdallah Sima,Right Winger,https://www.transfermarkt.com/abdallah-sima/profil/spieler/776798
ab99e4a0,615636,Abdallahi Mahmoud,Central Midfield,https://www.transfermarkt.com/abdallahi-mahmoud/profil/spieler/615636
bed68338,724520,Abde Ezzalzouli,Left Winger,https://www.transfermarkt.com/abde-ezzalzouli/profil/spieler/724520
4937a9f7,596901,Abdel Jalil Medioub,Centre-Back,https://www.transfermarkt.com/abdel-medioub/profil/spieler/596901
4830e0af,340394,Abdelhamid Sabiri,Attacking Midfield,https://www.transfermarkt.com/abdelhamid-sabiri/profil/spieler/340394
fc62f087,229005,Abdou Diallo,Centre-Back,https://www.transfermarkt.com/abdou-diallo/profil/spieler/229005
65fd099c,416386,Abdou Harroui,Central Midfield,https://www.transfermarkt.com/abdou-harroui/profil/spieler/416386
8e809937,320263,Abdou Lahat Diakhate,Central Midfield,https://www.transfermarkt.com/abdou-diakhate/profil/spieler/320263
07296190,60588,Abdoul Camara,Left Winger,https://www.transfermarkt.com/abdoul-camara/profil/spieler/60588
32f3d97e,560725,Abdoul Kader Bamba,Right Winger,https://www.transfermarkt.com/abdoul-kader-bamba/profil/spieler/560725
23c5db70,148396,Abdoulay Diaby,Right Winger,https://www.transfermarkt.com/abdoulay-diaby/profil/spieler/148396
1f54ed90,106837,Abdoulaye Ba,Centre-Back,https://www.transfermarkt.com/abdoulaye-ba/profil/spieler/106837
ee95585f,855615,Abdoulaye Bakayoko,Centre-Back,https://www.transfermarkt.com/abdoulaye-bakayoko/profil/spieler/855615
7fecbcdb,62351,Abdoulaye Bamba,Right-Back,https://www.transfermarkt.com/abdoulaye-bamba/profil/spieler/62351
797f6070,463611,Abdoulaye Dabo,Right Winger,https://www.transfermarkt.com/abdoulaye-dabo/profil/spieler/463611
02b29014,127187,Abdoulaye DoucourÃ©,Central Midfield,https://www.transfermarkt.com/abdoulaye-doucoure/profil/spieler/127187
a13028f6,639758,Abdoulaye SidibÃ©,Left Winger,https://www.transfermarkt.com/abdoulaye-sidibe/profil/spieler/639758
2aeb43f1,807648,Abdoulaye Sylla,Centre-Back,https://www.transfermarkt.com/abdoulaye-sylla/profil/spieler/807648
ef7cd87a,181382,Abdoulaye TourÃ©,Defensive Midfield,https://www.transfermarkt.com/abdoulaye-toure/profil/spieler/181382
8df328f4,536472,Abdourahmane Barry,Centre-Back,https://www.transfermarkt.com/abdourahmane-barry/profil/spieler/536472
cfa49cc1,337798,Abdu ContÃ©,Left-Back,https://www.transfermarkt.com/abdu-conte/profil/spieler/337798
46907171,146805,Abdul Majeed Waris,Centre-Forward,https://www.transfermarkt.com/majeed-waris/profil/spieler/146805
5487adcd,451801,Abdul Mumin,Centre-Back,https://www.transfermarkt.com/abdul-mumin/profil/spieler/451801
d1b060e2,177452,AbdÃ³n Prats,Centre-Forward,https://www.transfermarkt.com/abdon-prats/profil/spieler/177452
6cbf8d0d,340376,Abel Ruiz,Centre-Forward,https://www.transfermarkt.com/abel-ruiz/profil/spieler/340376
1bc6135b,366045,Ablie Jallow,Right Winger,https://www.transfermarkt.com/ablie-jallow/profil/spieler/366045
6578600f,443263,Abou Ouattara,Right Winger,https://www.transfermarkt.com/abou-ouattara/profil/spieler/443263
2f9e4435,823231,Aboubacar Ouattara,Right Winger,https://www.transfermarkt.com/dango-ouattara/profil/spieler/823231
4047c976,290951,Aboubakar Kamara,Centre-Forward,https://www.transfermarkt.com/aboubakar-kamara/profil/spieler/290951
ae5b93a0,503518,Aboubakar SidibÃ©,midfield,https://www.transfermarkt.com/aboubakar-sidibe/profil/spieler/503518
5069b796,566823,Achraf Dari,Centre-Back,https://www.transfermarkt.com/achraf-dari/profil/spieler/566823
e42d61c7,398073,Achraf Hakimi,Right-Back,https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073
957d41d2,139173,Achraf Lazaar,Left-Back,https://www.transfermarkt.com/achraf-lazaar/profil/spieler/139173
4b3f2936,308801,Adalberto PeÃ±aranda,Centre-Forward,https://www.transfermarkt.com/adalberto-penaranda/profil/spieler/308801
68c720b5,250426,Adam Armstrong,Centre-Forward,https://www.transfermarkt.com/adam-armstrong/profil/spieler/250426
bb8a42fa,20778,Adam Bodzek,Defensive Midfield,https://www.transfermarkt.com/adam-bodzek/profil/spieler/20778
3b676989,267160,Adam Buksa,Centre-Forward,https://www.transfermarkt.com/adam-buksa/profil/spieler/267160
9f1938ab,121257,Adam Forshaw,Central Midfield,https://www.transfermarkt.com/adam-forshaw/profil/spieler/121257
5521f419,552057,Adam HloÅ¾ek,Left Winger,https://www.transfermarkt.com/adam-hlozek/profil/spieler/552057
291e3ec3,434223,Adam Idah,Centre-Forward,https://www.transfermarkt.com/adam-idah/profil/spieler/434223
99813635,43530,Adam Lallana,Attacking Midfield,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530
d4535821,239802,Adam MaruÅ¡iÄ,Right-Back,https://www.transfermarkt.com/adam-marusic/profil/spieler/239802
de0f152c,286949,Adam Masina,Left-Back,https://www.transfermarkt.com/adam-masina/profil/spieler/286949
aa25ce92,568333,Adam Obert,Centre-Back,https://www.transfermarkt.com/adam-obert/profil/spieler/568333
ed90babd,400485,Adam Ounas,Right Winger,https://www.transfermarkt.com/adam-ounas/profil/spieler/400485
20b104bc,61841,Adam Smith,Right-Back,https://www.transfermarkt.com/adam-smith/profil/spieler/61841
c40b6180,212847,Adam Webster,Centre-Back,https://www.transfermarkt.com/adam-webster/profil/spieler/212847
8c8b4a01,261155,Adam ZreÄ¾Ã¡k,Centre-Forward,https://www.transfermarkt.com/adam-zrelak/profil/spieler/261155
65585e3a,453594,Adama Diakhaby,Left Winger,https://www.transfermarkt.com/adama-diakhaby/profil/spieler/453594
b931d9d1,230066,Adama Mbengue,Left-Back,https://www.transfermarkt.com/adama-mbengue/profil/spieler/230066
1ac3b888,253842,Adama Niane,Centre-Forward,https://www.transfermarkt.com/adama-niane/profil/spieler/253842
7b075c75,126673,Adama Soumaoro,Centre-Back,https://www.transfermarkt.com/adama-soumaoro/profil/spieler/126673
9a28eba4,204103,Adama TraorÃ©,Right Winger,https://www.transfermarkt.com/adama-traore/profil/spieler/204103
1a6f2a66,262608,Adama TraorÃ©,Central Midfield,https://www.transfermarkt.com/adama-traore/profil/spieler/262608
5890cef1,132921,Aday,Left-Back,https://www.transfermarkt.com/aday-benitez/profil/spieler/132921
47dc80f5,45287,Adel Taarabt,Attacking Midfield,https://www.transfermarkt.com/adel-taarabt/profil/spieler/45287
2648e18f,69374,Adem LjajiÄ,Attacking Midfield,https://www.transfermarkt.com/adem-ljajic/profil/spieler/69374
7c104bb7,406040,Ademola Lookman,Left Winger,https://www.transfermarkt.com/ademola-lookman/profil/spieler/406040
b94b8be1,569385,Adil Aouchiche,Attacking Midfield,https://www.transfermarkt.com/adil-aouchiche/profil/spieler/569385
8dbff17c,51118,Adil Rami,Centre-Back,https://www.transfermarkt.com/adil-rami/profil/spieler/51118
53e585f2,463617,Adil Taoui,Left Winger,https://www.transfermarkt.com/adil-taoui/profil/spieler/463617
b500b384,66058,Admir Mehmedi,Second Striker,https://www.transfermarkt.com/admir-mehmedi/profil/spieler/66058
4737cebe,177847,Adnan Januzaj,Right Winger,https://www.transfermarkt.com/adnan-januzaj/profil/spieler/177847
ff4df82e,308133,Ado Onaiwu,Centre-Forward,https://www.transfermarkt.com/ado-onaiwu/profil/spieler/308133
8dfed6e9,608469,Adolfo Gaich,Centre-Forward,https://www.transfermarkt.com/adolfo-gaich/profil/spieler/608469
db8f0eba,288318,Adri Embarba,Right Winger,https://www.transfermarkt.com/adrian-embarba/profil/spieler/288318
112521d1,501418,Adria Pedrosa,Left-Back,https://www.transfermarkt.com/adria-pedrosa/profil/spieler/501418
60097ff6,379979,Adrian Fein,Defensive Midfield,https://www.transfermarkt.com/adrian-fein/profil/spieler/379979
4a987ffa,167342,Adrian GrbiÄ,Centre-Forward,https://www.transfermarkt.com/adrian-grbic/profil/spieler/167342
8aa5f52c,38145,Adrian Mariappa,Centre-Back,https://www.transfermarkt.com/adrian-mariappa/profil/spieler/38145
4468b31a,96853,Adrian Stoian,Left Winger,https://www.transfermarkt.com/adrian-stoian/profil/spieler/96853
d14229f3,203507,Adrien Hunou,Centre-Forward,https://www.transfermarkt.com/adrien-hunou/profil/spieler/203507
ca122e29,395674,Adrien Lebeau,Attacking Midfield,https://www.transfermarkt.com/adrien-lebeau/profil/spieler/395674
85847c67,804817,Adrien Louveau,Centre-Back,https://www.transfermarkt.com/adrien-louveau/profil/spieler/804817
8794e251,182913,Adrien Rabiot,Central Midfield,https://www.transfermarkt.com/adrien-rabiot/profil/spieler/182913
d6f88a1d,56810,Adrien Silva,Central Midfield,https://www.transfermarkt.com/adrien-silva/profil/spieler/56810
8da74c05,157507,Adrien Tameze,Defensive Midfield,https://www.transfermarkt.com/adrien-tameze/profil/spieler/157507
c76b7567,215977,Adrien Thomasson,Attacking Midfield,https://www.transfermarkt.com/adrien-thomasson/profil/spieler/215977
5d0e0a1f,654539,Adrien Truffert,Left-Back,https://www.transfermarkt.com/adrien-truffert/profil/spieler/654539
505dce2b,596884,AdriÃ¡n Butzke,Centre-Forward,https://www.transfermarkt.com/adrian-butzke/profil/spieler/596884
9b40a6ea,323872,AdriÃ¡n Cubas,Defensive Midfield,https://www.transfermarkt.com/andres-cubas/profil/spieler/323872
70438d35,355335,AdriÃ¡n DiÃ©guez,Centre-Back,https://www.transfermarkt.com/adrian-dieguez/profil/spieler/355335
57ebd662,44073,AdriÃ¡n GonzÃ¡lez,Central Midfield,https://www.transfermarkt.com/adrian-gonzalez/profil/spieler/44073
58a3a572,282724,AdriÃ¡n Guerrero,Left-Back,https://www.transfermarkt.com/adrian-guerrero/profil/spieler/282724
88a359d4,45383,AdriÃ¡n LÃ³pez,Centre-Forward,https://www.transfermarkt.com/adrian-lopez/profil/spieler/45383
b7f2edff,295414,AdriÃ¡n MarÃ­n,Left-Back,https://www.transfermarkt.com/adrian-marin/profil/spieler/295414
c693cf7c,73782,AdriÃ¡n Ramos,Centre-Forward,https://www.transfermarkt.com/adrian-ramos/profil/spieler/73782
22c77851,581780,AdriÃ¡n Sahibeddine,Attacking Midfield,https://www.transfermarkt.com/adrian-sahibeddine/profil/spieler/581780
a461f098,895480,Adu Ares,Left Winger,https://www.transfermarkt.com/adu-ares/profil/spieler/895480
32c016f8,410649,Afimico Pululu,Centre-Forward,https://www.transfermarkt.com/afimico-pululu/profil/spieler/410649
f51edbf3,237000,Afonso Figueiredo,Left-Back,https://www.transfermarkt.com/afonso-figueiredo/profil/spieler/237000
d7403bd5,145581,Afriyie Acquah,Central Midfield,https://www.transfermarkt.com/afriyie-acquah/profil/spieler/145581
c5eaff5c,158057,Ager Aketxe,Attacking Midfield,https://www.transfermarkt.com/ager-aketxe/profil/spieler/158057
ea42c03f,456535,AgustÃ­n Rogel,Centre-Back,https://www.transfermarkt.com/agustin-rogel/profil/spieler/456535
ab472696,812625,AgustÃ­n Ãlvarez MartÃ­nez,Centre-Forward,https://www.transfermarkt.com/agustin-alvarez/profil/spieler/812625
a128b07e,121402,Ahmad Benali,Central Midfield,https://www.transfermarkt.com/ahmad-benali/profil/spieler/121402
8413ceb1,723416,Ahmad Ngouyamsa,Right-Back,https://www.transfermarkt.com/ahmad-ngouyamsa/profil/spieler/723416
615ef733,66333,Ahmed Elmohamady,Right-Back,https://www.transfermarkt.com/ahmed-elmohamady/profil/spieler/66333
5540c9dc,111524,Ahmed Hegazi,Centre-Back,https://www.transfermarkt.com/ahmed-hegazy/profil/spieler/111524
beda9675,452084,Ahmed Kutucu,Centre-Forward,https://www.transfermarkt.com/ahmed-kutucu/profil/spieler/452084
c58a9db7,397696,Ahmet GÃ¼rleyen,Centre-Back,https://www.transfermarkt.com/ahmet-gurleyen/profil/spieler/397696
c7aee75b,385918,Aiden O'Neill,Central Midfield,https://www.transfermarkt.com/aiden-oneill/profil/spieler/385918
228b0d9d,517842,Aihen MuÃ±oz,Left-Back,https://www.transfermarkt.com/aihen-munoz/profil/spieler/517842
74ced675,283863,Ailton,Left-Back,https://www.transfermarkt.com/ailton/profil/spieler/283863
7c363088,634131,Aimar Oroz,Attacking Midfield,https://www.transfermarkt.com/aimar-oroz/profil/spieler/634131
ef301f96,579294,Aimar Sher,Central Midfield,https://www.transfermarkt.com/aimar-sher/profil/spieler/579294
2591b066,484992,Aimen Moueffek,Central Midfield,https://www.transfermarkt.com/aimen-moueffek/profil/spieler/484992
e3a5814e,285845,Ainsley Maitland-Niles,Right Midfield,https://www.transfermarkt.com/ainsley-maitland-niles/profil/spieler/285845
b906757a,591916,Aitor Paredes,Centre-Back,https://www.transfermarkt.com/aitor-paredes/profil/spieler/591916
a55d8df5,378139,Aitor Ruibal,Right Winger,https://www.transfermarkt.com/aitor-ruibal/profil/spieler/378139
1f2d714c,265625,Ajdin Hrustic,Central Midfield,https://www.transfermarkt.com/ajdin-hrustic/profil/spieler/265625
deee6467,92472,Akaki Gogia,Right Winger,https://www.transfermarkt.com/akaki-gogia/profil/spieler/92472
0ff630d0,327863,Akim Zedadka,Right-Back,https://www.transfermarkt.com/akim-zedadka/profil/spieler/327863
9d9a71c1,425713,Akin Famewo,Centre-Back,https://www.transfermarkt.com/akin-famewo/profil/spieler/425713
0aa874f4,40014,Alaixys Romao,Defensive Midfield,https://www.transfermarkt.com/alaixys-romao/profil/spieler/40014
825b8997,169179,Alan Empereur,Centre-Back,https://www.transfermarkt.com/alan-empereur/profil/spieler/169179
01becd60,654415,Alan Virginius,Left Winger,https://www.transfermarkt.com/alan-virginius/profil/spieler/654415
bc6bd723,167329,Alassane PlÃ©a,Centre-Forward,https://www.transfermarkt.com/alassane-plea/profil/spieler/167329
f944979d,616638,Alassane Sidibe,Central Midfield,https://www.transfermarkt.com/allassane-sidibe/profil/spieler/616638
b79858d5,305947,Albert GuÃ°mundsson,Right Winger,https://www.transfermarkt.com/albert-gudmundsson/profil/spieler/305947
934a0957,540659,Albert Lottin,Defensive Midfield,https://www.transfermarkt.com/albert-lottin/profil/spieler/540659
1b4f1169,381967,Albert Sambi Lokonga,Central Midfield,https://www.transfermarkt.com/albert-sambi-lokonga/profil/spieler/381967
104b4ad3,281319,Alberth Elis,Right Winger,https://www.transfermarkt.com/alberth-elis/profil/spieler/281319
ad340e17,5957,Alberto Aquilani,Central Midfield,https://www.transfermarkt.com/alberto-aquilani/profil/spieler/5957
9b878773,45335,Alberto Bueno,Second Striker,https://www.transfermarkt.com/alberto-bueno/profil/spieler/45335
1079c685,197751,Alberto Cerri,Centre-Forward,https://www.transfermarkt.com/alberto-cerri/profil/spieler/197751
84a85b48,635347,Alberto Del Moral,Central Midfield,https://www.transfermarkt.com/alberto-del-moral/profil/spieler/635347
6cc97b6a,197473,Alberto Grassi,Central Midfield,https://www.transfermarkt.com/alberto-grassi/profil/spieler/197473
c0de5ff5,307805,Alberto LÃ³pez,Left-Back,https://www.transfermarkt.com/alberto-lopez/profil/spieler/307805
11b9265b,207917,Alberto Moreno,Left-Back,https://www.transfermarkt.com/alberto-moreno/profil/spieler/207917
b5cae4e6,68306,Alberto Paloschi,Centre-Forward,https://www.transfermarkt.com/alberto-paloschi/profil/spieler/68306
5496cc91,99559,Alberto Perea,Left Winger,https://www.transfermarkt.com/alberto-perea/profil/spieler/99559
1214f0a6,411177,Alberto Redondo,Centre-Back,https://www.transfermarkt.com/alberto-redondo/profil/spieler/411177
452c3055,487688,Alberto Soro,Right Winger,https://www.transfermarkt.com/alberto-soro/profil/spieler/487688
8497faf7,73319,Alberto de la Bella,Left-Back,https://www.transfermarkt.com/alberto-de-la-bella/profil/spieler/73319
2b1c4abd,195906,Albian Ajeti,Centre-Forward,https://www.transfermarkt.com/albian-ajeti/profil/spieler/195906
f503ea63,49275,Albin Ekdal,Defensive Midfield,https://www.transfermarkt.com/albin-ekdal/profil/spieler/49275
1b729ba2,34239,Aleandro Rosi,Right-Back,https://www.transfermarkt.com/aleandro-rosi/profil/spieler/34239
38126309,217144,Aleix Febas,Central Midfield,https://www.transfermarkt.com/aleix-febas/profil/spieler/217144
a10361d2,261504,Aleix GarcÃ­a,Central Midfield,https://www.transfermarkt.com/aleix-garcia/profil/spieler/261504
04965583,88490,Aleix Vidal,Right-Back,https://www.transfermarkt.com/aleix-vidal/profil/spieler/88490
b907d169,720488,Alejandro Alfaro,Central Midfield,https://www.transfermarkt.com/alejandro-alfaro/profil/spieler/720488
cc29324e,137174,Alejandro Arribas,Centre-Back,https://www.transfermarkt.com/alejandro-arribas/profil/spieler/137174
5ccc9672,636688,Alejandro Balde,Left-Back,https://www.transfermarkt.com/alex-balde/profil/spieler/636688
c4dce677,328914,Alejandro Blanco,Left Winger,https://www.transfermarkt.com/alex-blanco/profil/spieler/328914
d2ed99b4,611198,Alejandro Blesa,Central Midfield,https://www.transfermarkt.com/alex-blesa/profil/spieler/611198
7aa8adfe,811779,Alejandro Garnacho,Left Winger,https://www.transfermarkt.com/alejandro-garnacho/profil/spieler/811779
4410f0b0,482179,Alejandro GutiÃ©rrez Mozo,Central Midfield,https://www.transfermarkt.com/alex-mozo/profil/spieler/482179
f1887f53,313113,Alejandro LÃ³pez,Central Midfield,https://www.transfermarkt.com/alex-lopez/profil/spieler/313113
29ad0dd4,412041,Alejandro MillÃ¡n,Centre-Forward,https://www.transfermarkt.com/alex-millan/profil/spieler/412041
3c16d927,341272,Alejandro Pozo Pozo,Right-Back,https://www.transfermarkt.com/alejandro-pozo/profil/spieler/341272
14d5b7ac,631093,Alejandro Revuelta Montero,Centre-Back,https://www.transfermarkt.com/alex-revuelta/profil/spieler/631093
7602ddf6,169533,Alejandro RodrÃ­guez,Centre-Forward,https://www.transfermarkt.com/alejandro-rodriguez/profil/spieler/169533
3ef0a2d7,404260,Aleksa TerziÄ,Left-Back,https://www.transfermarkt.com/aleksa-terzic/profil/spieler/404260
6fd8a334,59032,Aleksandar DragoviÄ,Centre-Back,https://www.transfermarkt.com/aleksandar-dragovic/profil/spieler/59032
d5127c3f,139915,Aleksandar Katai,Left Winger,https://www.transfermarkt.com/aleksandar-katai/profil/spieler/139915
eda40760,46156,Aleksandar Kolarov,Left-Back,https://www.transfermarkt.com/aleksandar-kolarov/profil/spieler/46156
3925dbd6,51152,Aleksandar MitroviÄ,Centre-Forward,https://www.transfermarkt.com/aleksandar-mitrovic/profil/spieler/51152
09507ffa,339501,Aleksandar RadovanoviÄ,Centre-Back,https://www.transfermarkt.com/aleksandar-radovanovic/profil/spieler/339501
a35134ae,237499,Aleksandar Sedlar,Centre-Back,https://www.transfermarkt.com/aleksandar-sedlar/profil/spieler/237499
c15d1af9,87282,Aleksandar Tonev,Left Winger,https://www.transfermarkt.com/aleksandar-tonev/profil/spieler/87282
84bba8b6,142920,Aleksandar Trajkovski,Left Winger,https://www.transfermarkt.com/aleksandar-trajkovski/profil/spieler/142920
59f2d958,553757,Aleksander Buksa,Centre-Forward,https://www.transfermarkt.com/aleksander-buksa/profil/spieler/553757
3708e9fa,263918,Aleksandr Golovin,Attacking Midfield,https://www.transfermarkt.com/aleksandr-golovin/profil/spieler/263918
fec5accc,89086,Aleksandr Kokorin,Centre-Forward,https://www.transfermarkt.com/aleksandr-kokorin/profil/spieler/89086
a9aa0d1d,255450,Aleksei Miranchuk,Attacking Midfield,https://www.transfermarkt.com/aleksey-miranchuk/profil/spieler/255450
a6b9bd00,226074,Alen HaliloviÄ,Attacking Midfield,https://www.transfermarkt.com/alen-halilovic/profil/spieler/226074
75b86fb3,315853,Alessandro Bastoni,Centre-Back,https://www.transfermarkt.com/alessandro-bastoni/profil/spieler/315853
4ae67f27,386446,Alessandro Buongiorno,Centre-Back,https://www.transfermarkt.com/alessandro-buongiorno/profil/spieler/386446
bfc359ed,421768,Alessandro Cortinovis,Attacking Midfield,https://www.transfermarkt.com/alessandro-cortinovis/profil/spieler/421768
7f267d66,235931,Alessandro Deiola,Central Midfield,https://www.transfermarkt.com/alessandro-deiola/profil/spieler/235931
e0ce7038,457674,Alessandro Di Pardo,Right Midfield,https://www.transfermarkt.com/alessandro-di-pardo/profil/spieler/457674
e288d4b3,130365,Alessandro Florenzi,Right-Back,https://www.transfermarkt.com/alessandro-florenzi/profil/spieler/130365
8ec95452,16868,Alessandro Gamberini,Centre-Back,https://www.transfermarkt.com/alessandro-gamberini/profil/spieler/16868
58d97e77,40660,Alessandro Matri,Centre-Forward,https://www.transfermarkt.com/alessandro-matri/profil/spieler/40660
fb2c533b,289061,Alessandro Murgia,Central Midfield,https://www.transfermarkt.com/alessandro-murgia/profil/spieler/289061
7152082d,708084,Alessandro Russo,Central Midfield,https://www.transfermarkt.com/alessandro-russo/profil/spieler/708084
106bca06,118397,Alessandro SchÃ¶pf,Attacking Midfield,https://www.transfermarkt.com/alessandro-schopf/profil/spieler/118397
dd29f81d,315843,Alessandro Semprini,Right-Back,https://www.transfermarkt.com/alessandro-semprini/profil/spieler/315843
4571fa88,357176,Alessandro Tripaldelli,Left-Back,https://www.transfermarkt.com/alessandro-tripaldelli/profil/spieler/357176
26c54058,73943,Alessandro Tuia,Centre-Back,https://www.transfermarkt.com/alessandro-tuia/profil/spieler/73943
3b12b11f,397225,Alessandro Zanoli,Right-Back,https://www.transfermarkt.com/alessandro-zanoli/profil/spieler/397225
5370cba7,21748,Alessio Cerci,Right Winger,https://www.transfermarkt.com/alessio-cerci/profil/spieler/21748
3ead85f9,197747,Alessio Romagnoli,Centre-Back,https://www.transfermarkt.com/alessio-romagnoli/profil/spieler/197747
d19ef4ef,433584,Alessio Zerbin,Left Winger,https://www.transfermarkt.com/alessio-zerbin/profil/spieler/433584
b6667741,337670,Alessio da Cruz,Centre-Forward,https://www.transfermarkt.com/alessio-da-cruz/profil/spieler/337670
518f2234,548111,Alex Baena,Left Winger,https://www.transfermarkt.com/alex-baena/profil/spieler/548111
d0dbca9f,197491,Alex Ferrari,Centre-Back,https://www.transfermarkt.com/alex-ferrari/profil/spieler/197491
6ca5ec4b,242631,Alex Iwobi,Left Winger,https://www.transfermarkt.com/alex-iwobi/profil/spieler/242631
e717705a,337333,Alex KrÃ¡l,Defensive Midfield,https://www.transfermarkt.com/alex-kral/profil/spieler/337333
38c7feef,143424,Alex Oxlade-Chamberlain,Central Midfield,https://www.transfermarkt.com/alex-oxlade-chamberlain/profil/spieler/143424
97d08e60,527838,Alex Petxa,Right-Back,https://www.transfermarkt.com/alex-petxa/profil/spieler/527838
ff9fcd4d,200777,Alex Pritchard,Attacking Midfield,https://www.transfermarkt.com/alex-pritchard/profil/spieler/200777
0d82903c,79960,Alex Sandro,Left-Back,https://www.transfermarkt.com/alex-sandro/profil/spieler/79960
5fa714d5,434990,Alex Sola,Right-Back,https://www.transfermarkt.com/alex-sola/profil/spieler/434990
e73c9bb2,255755,Alex Telles,Left-Back,https://www.transfermarkt.com/alex-telles/profil/spieler/255755
3e1858af,217728,Alexander,Left Winger,https://www.transfermarkt.com/alexander-szymanowski/profil/spieler/217728
43e7a164,250844,Alexander Djiku,Centre-Back,https://www.transfermarkt.com/alexander-djiku/profil/spieler/250844
b48215cd,45662,Alexander Esswein,Right Winger,https://www.transfermarkt.com/alexander-esswein/profil/spieler/45662
9c9bd01f,278323,Alexander Fuchs,Central Midfield,https://www.transfermarkt.com/alexander-fuchs/profil/spieler/278323
a5ec3ede,126281,Alexander Hack,Centre-Back,https://www.transfermarkt.com/alexander-hack/profil/spieler/126281
8e92be30,349066,Alexander Isak,Centre-Forward,https://www.transfermarkt.com/alexander-isak/profil/spieler/349066
8ba3a754,51040,Alexander KaÄanikliÄ,Left Midfield,https://www.transfermarkt.com/alexander-kacaniklic/profil/spieler/51040
362aa29d,1565,Alexander Meier,Second Striker,https://www.transfermarkt.com/alexander-meier/profil/spieler/1565
10ec4169,503988,Alexander Mighten,Left Winger,https://www.transfermarkt.com/alex-mighten/profil/spieler/503988
e61d33f1,87479,Alexander SÃ¸derlund,Centre-Forward,https://www.transfermarkt.com/alexander-soderlund/profil/spieler/87479
e92cd3f7,238407,Alexander SÃ¸rloth,Centre-Forward,https://www.transfermarkt.com/alexander-sorloth/profil/spieler/238407
75566759,12384,Alexander Tettey,Defensive Midfield,https://www.transfermarkt.com/alexander-tettey/profil/spieler/12384
c4065f40,89450,Alexandre Coeff,Centre-Back,https://www.transfermarkt.com/alexandre-coeff/profil/spieler/89450
7c39363f,507472,Alexandre Jankewitz,Central Midfield,https://www.transfermarkt.com/alexandre-jankewitz/profil/spieler/507472
9dbb75ca,93720,Alexandre Lacazette,Centre-Forward,https://www.transfermarkt.com/alexandre-lacazette/profil/spieler/93720
ae6941ec,666744,Alexandre Lauray,Centre-Back,https://www.transfermarkt.com/alexandre-lauray/profil/spieler/666744
e067808c,290561,Alexandre Mendy,Centre-Forward,https://www.transfermarkt.com/alexandre-mendy/profil/spieler/290561
61fc9685,129513,Alexandru Maxim,Attacking Midfield,https://www.transfermarkt.com/alexandru-maxim/profil/spieler/129513
db0cd1ae,7781,Alexis,Centre-Back,https://www.transfermarkt.com/alexis-ruano/profil/spieler/7781
0f4c0bad,228999,Alexis Alegue,Right Midfield,https://www.transfermarkt.com/alexis-alegue/profil/spieler/228999
4a5e83ad,539065,Alexis Beka Beka,Defensive Midfield,https://www.transfermarkt.com/alexis-beka-beka/profil/spieler/539065
c69ef855,236041,Alexis Blin,Defensive Midfield,https://www.transfermarkt.com/alexis-blin/profil/spieler/236041
741418c3,384593,Alexis Claude-Maurice,Attacking Midfield,https://www.transfermarkt.com/alexis-claude-maurice/profil/spieler/384593
caef7840,395242,Alexis Flips,Right Winger,https://www.transfermarkt.com/alexis-flips/profil/spieler/395242
83d074ff,534033,Alexis Mac Allister,Attacking Midfield,https://www.transfermarkt.com/alexis-mac-allister/profil/spieler/534033
ee251371,381950,Alexis Saelemaekers,Right Winger,https://www.transfermarkt.com/alexis-saelemaekers/profil/spieler/381950
2c0f8e9e,40433,Alexis SÃ¡nchez,Left Winger,https://www.transfermarkt.com/alexis-sanchez/profil/spieler/40433
ca6f4846,750886,Alexis Tibidi,Centre-Forward,https://www.transfermarkt.com/alexis-tibidi/profil/spieler/750886
0a8d6b91,482769,Alexis Trouillet,Central Midfield,https://www.transfermarkt.com/alexis-trouillet/profil/spieler/482769
