fbref_id,tm_id,PlayerFBref,TmPos,UrlTmarkt
9cfbad36,660867,Julio CÃ©sar Enciso,Centre-Forward,https://www.transfermarkt.com/julio-enciso/profil/spieler/660867
314eeab1,391346,Julio Gracia,Attacking Midfield,https://www.transfermarkt.com/julio-gracia/profil/spieler/391346
57200916,401717,Julio Villalba,Centre-Forward,https://www.transfermarkt.com/julio-villalba/profil/spieler/401717
e892c325,802512,Julius Beck,Central Midfield,https://www.transfermarkt.com/julius-beck/profil/spieler/802512
15ab5a2b,576024,JuliÃ¡n Ãlvarez,Centre-Forward,https://www.transfermarkt.com/julian-alvarez/profil/spieler/576024
aaf1bf05,348863,Juninho Bacuna,Central Midfield,https://www.transfermarkt.com/juninho-bacuna/profil/spieler/348863
95bb6ddc,536482,Junior Dina Ebimbe,Central Midfield,https://www.transfermarkt.com/junior-dina-ebimbe/profil/spieler/536482
24f59bb2,374139,Junior Firpo,Left-Back,https://www.transfermarkt.com/junior-firpo/profil/spieler/374139
33af5b9e,58993,Junior Hoilett,Left Winger,https://www.transfermarkt.com/junior-hoilett/profil/spieler/58993
f49c4ae9,449151,Junior Messias,Right Winger,https://www.transfermarkt.com/junior-messias/profil/spieler/449151
ee158be5,1011200,Junior Mwanga,Defensive Midfield,https://www.transfermarkt.com/junior-mwanga/profil/spieler/1011200
24eb7ed6,335147,Junior Sambia,Right-Back,https://www.transfermarkt.com/junior-sambia/profil/spieler/335147
6992791d,87672,Junior Stanislas,Left Winger,https://www.transfermarkt.com/junior-stanislas/profil/spieler/87672
dbd3a428,348791,Junya Ito,Right Winger,https://www.transfermarkt.com/junya-ito/profil/spieler/348791
5aaef9ef,74943,Juraj Kucka,Central Midfield,https://www.transfermarkt.com/juraj-kucka/profil/spieler/74943
73d6a176,361068,Jurgen Ekkelenkamp,Central Midfield,https://www.transfermarkt.com/jurgen-ekkelenkamp/profil/spieler/361068
3c569f37,796429,Justin Che,Centre-Back,https://www.transfermarkt.com/justin-che/profil/spieler/796429
816192f0,411287,Justin Hoogma,Centre-Back,https://www.transfermarkt.com/justin-hoogma/profil/spieler/411287
4c3a6744,330659,Justin Kluivert,Left Winger,https://www.transfermarkt.com/justin-kluivert/profil/spieler/330659
a45241d5,596153,Justin Njinmah,Right Winger,https://www.transfermarkt.com/justin-njinmah/profil/spieler/596153
2a9f6b4d,599231,JutglÃ ,Right Winger,https://www.transfermarkt.com/ferran-jutgla/profil/spieler/599231
5680bf3f,170966,JÃ©rÃ©mie Bela,Left Winger,https://www.transfermarkt.com/jeremie-bela/profil/spieler/170966
fa27b5a0,290872,JÃ©rÃ©mie Porsan-ClÃ©mentÃ©,Centre-Forward,https://www.transfermarkt.com/jeremie-porsan-clemente/profil/spieler/290872
d9afac11,29280,JÃ©rÃ©my Blayac,Centre-Forward,https://www.transfermarkt.com/jeremy-blayac/profil/spieler/29280
7d45b97a,106225,JÃ©rÃ©my Cordoval,Right-Back,https://www.transfermarkt.com/jeremy-cordoval/profil/spieler/106225
53283127,56294,JÃ©rÃ©my Grimm,Defensive Midfield,https://www.transfermarkt.com/jeremy-grimm/profil/spieler/56294
4c700f46,288237,JÃ©rÃ©my GÃ©lin,Centre-Back,https://www.transfermarkt.com/jeremy-gelin/profil/spieler/288237
88c4d190,737781,JÃ©rÃ©my Le Douaron,Centre-Forward,https://www.transfermarkt.com/jeremy-le-douaron/profil/spieler/737781
e97150c0,23960,JÃ©rÃ©my Morel,Centre-Back,https://www.transfermarkt.com/jeremy-morel/profil/spieler/23960
a634b9d2,60583,JÃ©rÃ©my Pied,Right-Back,https://www.transfermarkt.com/jeremy-pied/profil/spieler/60583
7768df30,56820,JÃ©rÃ©my Sorbon,Centre-Back,https://www.transfermarkt.com/jeremy-sorbon/profil/spieler/56820
7adea561,5513,JÃ©rÃ©my Toulalan,Defensive Midfield,https://www.transfermarkt.com/jeremy-toulalan/profil/spieler/5513
2db2fd7b,26485,JÃ©rÃ´me Boateng,Centre-Back,https://www.transfermarkt.com/jerome-boateng/profil/spieler/26485
49ffe0f2,77108,JÃ©rÃ´me Gondorf,Central Midfield,https://www.transfermarkt.com/jerome-gondorf/profil/spieler/77108
a84f9a4b,314912,JÃ©rÃ´me Hergault,Right-Back,https://www.transfermarkt.com/jerome-hergault/profil/spieler/314912
ff44d058,170459,JÃ©rÃ´me Phojo,Right-Back,https://www.transfermarkt.com/jerome-phojo/profil/spieler/170459
13203c45,127076,JÃ©rÃ´me Roussillon,Left-Back,https://www.transfermarkt.com/jerome-roussillon/profil/spieler/127076
1be390b3,123683,JÃ³an SÃ­mun Edmundsson,Second Striker,https://www.transfermarkt.com/joan-simun-edmundsson/profil/spieler/123683
f72293fc,89231,JÃ³hann Berg GuÃ°mundsson,Right Winger,https://www.transfermarkt.com/johann-berg-gudmundsson/profil/spieler/89231
f553b2b3,429983,JÃ¸rgen Strand Larsen,Centre-Forward,https://www.transfermarkt.com/jorgen-strand-larsen/profil/spieler/429983
d520120b,216426,JÃºlio Tavares,Centre-Forward,https://www.transfermarkt.com/julio-tavares/profil/spieler/216426
b18a3023,273000,JÃºnior Alonso,Centre-Back,https://www.transfermarkt.com/junior-alonso/profil/spieler/273000
f1675fdd,362835,JÃºnior Tavares,Left-Back,https://www.transfermarkt.com/junior-tavares/profil/spieler/362835
6cc47ae1,166240,JÃ¼rgen Locadia,Centre-Forward,https://www.transfermarkt.com/jurgen-locadia/profil/spieler/166240
2200181e,119031,Kaan Ayhan,Centre-Back,https://www.transfermarkt.com/kaan-ayhan/profil/spieler/119031
2d9d9e42,699442,Kacper Urbanski,Defensive Midfield,https://www.transfermarkt.com/kacper-urbanski/profil/spieler/699442
24396398,136501,Kadeem Harris,Right Midfield,https://www.transfermarkt.com/kadeem-harris/profil/spieler/136501
dbb10755,4796,Kader Mangane,Centre-Back,https://www.transfermarkt.com/kader-mangane/profil/spieler/4796
fed7cb61,309400,Kai Havertz,Attacking Midfield,https://www.transfermarkt.com/kai-havertz/profil/spieler/309400
8a080a61,223572,Kai PrÃ¶ger,Right Winger,https://www.transfermarkt.com/kai-proger/profil/spieler/223572
19a9cb70,732119,Kaide Gordon,Right Winger,https://www.transfermarkt.com/kaide-gordon/profil/spieler/732119
55634fb8,743589,Kaiky,Centre-Back,https://www.transfermarkt.com/kaiky/profil/spieler/743589
0cf465f2,620477,Kaio Jorge,Centre-Forward,https://www.transfermarkt.com/kaio-jorge/profil/spieler/620477
9c2b1f11,315283,Kaj Sierhuis,Centre-Forward,https://www.transfermarkt.com/kaj-sierhuis/profil/spieler/315283
da974c7b,93128,Kalidou Koulibaly,Centre-Back,https://www.transfermarkt.com/kalidou-koulibaly/profil/spieler/93128
ea540835,629585,Kalidou SidibÃ©,Defensive Midfield,https://www.transfermarkt.com/kalidou-sidibe/profil/spieler/629585
9980269a,184935,Kalifa Coulibaly,Centre-Forward,https://www.transfermarkt.com/kalifa-coulibaly/profil/spieler/184935
4f565d77,351749,Kalvin Phillips,Defensive Midfield,https://www.transfermarkt.com/kalvin-phillips/profil/spieler/351749
a62f8bf1,746695,Kamal Deen Sulemana,Left Winger,https://www.transfermarkt.com/kamaldeen-sulemana/profil/spieler/746695
c6056d58,46552,Kamil Glik,Centre-Back,https://www.transfermarkt.com/kamil-glik/profil/spieler/46552
81d8091f,37920,Kamil Grosicki,Left Winger,https://www.transfermarkt.com/kamil-grosicki/profil/spieler/37920
9226aa22,,Kamory Doumbia,,Kamory Doumbia
74618572,504849,Kaoru Mitoma,Left Winger,https://www.transfermarkt.com/kaoru-mitoma/profil/spieler/504849
8325870c,141828,Kara Mbodji,Centre-Back,https://www.transfermarkt.com/kara-mbodj/profil/spieler/141828
b39569c0,65635,Karamoko CissÃ©,Centre-Forward,https://www.transfermarkt.com/karamoko-cisse/profil/spieler/65635
7304f3b1,466602,Karamoko Dembele,Right Winger,https://www.transfermarkt.com/karamoko-dembele/profil/spieler/466602
501055d8,496094,Karim Adeyemi,Centre-Forward,https://www.transfermarkt.com/karim-adeyemi/profil/spieler/496094
08534272,456080,Karim Aribi,Centre-Forward,https://www.transfermarkt.com/karim-aribi/profil/spieler/456080
eaf71a5e,275361,Karim Azamoum,Centre-Back,https://www.transfermarkt.com/karim-azamoum/profil/spieler/275361
bee0bab1,61087,Karim Bellarabi,Right Winger,https://www.transfermarkt.com/karim-bellarabi/profil/spieler/61087
70d74ece,18922,Karim Benzema,Centre-Forward,https://www.transfermarkt.com/karim-benzema/profil/spieler/18922
79fa1799,10885,Karim GuÃ©dÃ©,Centre-Forward,https://www.transfermarkt.com/karim-guede/profil/spieler/10885
f26834c7,119234,Karim Onisiwo,Centre-Forward,https://www.transfermarkt.com/karim-onisiwo/profil/spieler/119234
3376a776,182579,Karim Rekik,Centre-Back,https://www.transfermarkt.com/karim-rekik/profil/spieler/182579
5ceba7fc,315110,Karl Toko Ekambi,Left Winger,https://www.transfermarkt.com/karl-toko-ekambi/profil/spieler/315110
87f7500e,314183,Karlan Grant,Centre-Forward,https://www.transfermarkt.com/karlan-grant/profil/spieler/314183
50ac8941,385817,Karol Fila,Right-Back,https://www.transfermarkt.com/karol-fila/profil/spieler/385817
d023d70f,225873,Karol Linetty,Central Midfield,https://www.transfermarkt.com/karol-linetty/profil/spieler/225873
b2c66859,,Kasey McAteer,,Kasey McAteer
453f566a,258216,Kasey Palmer,Attacking Midfield,https://www.transfermarkt.com/kasey-palmer/profil/spieler/258216
93a50d2c,263801,Kasim Nuhu,Centre-Back,https://www.transfermarkt.com/kasim-adams/profil/spieler/263801
cc83b74d,283196,Kasper Dolberg,Centre-Forward,https://www.transfermarkt.com/kasper-dolberg/profil/spieler/283196
2990c466,163647,Kastriot Dermaku,Centre-Back,https://www.transfermarkt.com/kastriot-dermaku/profil/spieler/163647
17734ea0,668265,Kayky Chagas,Right Winger,https://www.transfermarkt.com/kayky/profil/spieler/668265
fdd5d298,290788,Kaylen Hinds,Second Striker,https://www.transfermarkt.com/kaylen-hinds/profil/spieler/290788
dc31b84c,530879,Kayne Ramsey,Right-Back,https://www.transfermarkt.com/kayne-ramsay/profil/spieler/530879
90a9cc01,538045,Kays Ruiz,Central Midfield,https://www.transfermarkt.com/kays-ruiz-atil/profil/spieler/538045
ccb1c3af,234006,Keagan Dolly,Left Winger,https://www.transfermarkt.com/keagan-dolly/profil/spieler/234006
c684d3c9,214928,Kean Bryan,Centre-Back,https://www.transfermarkt.com/kean-bryan/profil/spieler/214928
f4c7c708,321096,Keanan Bennetts,Left Midfield,https://www.transfermarkt.com/keanan-bennetts/profil/spieler/321096
41f08ac8,644401,Keane Lewis-Potter,Left Winger,https://www.transfermarkt.com/keane-lewis-potter/profil/spieler/644401
03049c8c,295622,Keidi Bare,Central Midfield,https://www.transfermarkt.com/keidi-bare/profil/spieler/295622
9deaf2c8,412660,Keinan Davis,Centre-Forward,https://www.transfermarkt.com/keinan-davis/profil/spieler/412660
509a4ccb,238752,Keita BaldÃ©,Left Winger,https://www.transfermarkt.com/keita-balde/profil/spieler/238752
1a83027b,421726,Keita Endo,Left Winger,https://www.transfermarkt.com/keita-endo/profil/spieler/421726
1512328c,66112,Keko,Right Winger,https://www.transfermarkt.com/keko-gontan/profil/spieler/66112
c92e1a31,295330,Kelechi Iheanacho,Centre-Forward,https://www.transfermarkt.com/kelechi-iheanacho/profil/spieler/295330
877f31c2,383153,Kelechi Nwakali,Attacking Midfield,https://www.transfermarkt.com/kelechi-nwakali/profil/spieler/383153
603e4f0b,484389,Kelland Watts,Centre-Back,https://www.transfermarkt.com/kell-watts/profil/spieler/484389
bcc81786,344072,Kelvin Amian,Right-Back,https://www.transfermarkt.com/kelvin-amian/profil/spieler/344072
1151fb6e,687035,Kelvin Ofori,Attacking Midfield,https://www.transfermarkt.com/kelvin-ofori/profil/spieler/687035
ea0893d6,589737,Kelvin Yeboah,Centre-Forward,https://www.transfermarkt.com/kelvin-yeboah/profil/spieler/589737
fe296c72,545520,Kelyan Guessoum,Centre-Back,https://www.transfermarkt.com/kelyan-guessoum/profil/spieler/545520
e881ed15,16831,Ken Reichel,Left-Back,https://www.transfermarkt.com/ken-reichel/profil/spieler/16831
1770bd68,252345,Ken Sema,Left Midfield,https://www.transfermarkt.com/ken-sema/profil/spieler/252345
8f0f2230,119557,Kenan Karaman,Centre-Forward,https://www.transfermarkt.com/kenan-karaman/profil/spieler/119557
e82d2807,197126,Kenan Kodro,Centre-Forward,https://www.transfermarkt.com/kenan-kodro/profil/spieler/197126
5eebbfdf,281404,Kenedy,Left Midfield,https://www.transfermarkt.com/kenedy/profil/spieler/281404
c03b7266,229012,Kenji-Van Boto,Left-Back,https://www.transfermarkt.com/kenji-van-boto/profil/spieler/229012
0f0aa5b4,131708,Kenneth Omeruo,Centre-Back,https://www.transfermarkt.com/kenneth-omeruo/profil/spieler/131708
5e508d0d,135213,Kenneth Zohore,Centre-Forward,https://www.transfermarkt.com/kenneth-zohore/profil/spieler/135213
770d7eb8,174196,Kenny Lala,Right-Back,https://www.transfermarkt.com/kenny-lala/profil/spieler/174196
471f16b3,126600,Kenny McLean,Central Midfield,https://www.transfermarkt.com/kenny-mclean/profil/spieler/126600
833ce5f0,618416,Kenny Nagera,Centre-Forward,https://www.transfermarkt.com/kenny-nagera/profil/spieler/618416
86df8ac0,476527,Kenny Rocha Santos,Central Midfield,https://www.transfermarkt.com/kenny-rocha-santos/profil/spieler/476527
77d7c96f,206746,Kenny Tete,Right-Back,https://www.transfermarkt.com/kenny-tete/profil/spieler/206746
54b4dc4e,125858,Kerem Demirbay,Central Midfield,https://www.transfermarkt.com/kerem-demirbay/profil/spieler/125858
d1db4b83,553905,Kerim Calhanoglu,Left-Back,https://www.transfermarkt.com/kerim-calhanoglu/profil/spieler/553905
f6bdc830,413843,Keven Schlotterbeck,Centre-Back,https://www.transfermarkt.com/keven-schlotterbeck/profil/spieler/413843
46fa7204,587458,Kevin Agudelo,Right Winger,https://www.transfermarkt.com/kevin-agudelo/profil/spieler/587458
6ec6fde0,160241,Kevin Akpoguma,Centre-Back,https://www.transfermarkt.com/kevin-akpoguma/profil/spieler/160241
30ae134d,117432,Kevin Behrens,Centre-Forward,https://www.transfermarkt.com/kevin-behrens/profil/spieler/117432
fb77bfef,247377,Kevin Bonifazi,Centre-Back,https://www.transfermarkt.com/kevin-bonifazi/profil/spieler/247377
6e33125f,263236,Kevin Danso,Centre-Back,https://www.transfermarkt.com/kevin-danso/profil/spieler/263236
e46012d4,88755,Kevin De Bruyne,Attacking Midfield,https://www.transfermarkt.com/kevin-de-bruyne/profil/spieler/88755
0d3585b5,482072,Kevin Denkey,Centre-Forward,https://www.transfermarkt.com/kevin-denkey/profil/spieler/482072
25c633b0,348214,Kevin Goden,Right-Back,https://www.transfermarkt.com/kevin-goden/profil/spieler/348214
b825a650,53418,Kevin Kampl,Central Midfield,https://www.transfermarkt.com/kevin-kampl/profil/spieler/53418
09538fdb,131951,Kevin Lasagna,Centre-Forward,https://www.transfermarkt.com/kevin-lasagna/profil/spieler/131951
5a4280b1,111114,Kevin Long,Centre-Back,https://www.transfermarkt.com/kevin-long/profil/spieler/111114
493924a7,183321,Kevin Mbabu,Right-Back,https://www.transfermarkt.com/kevin-mbabu/profil/spieler/183321
71a08f97,36529,Kevin McDonald,Defensive Midfield,https://www.transfermarkt.com/kevin-mcdonald/profil/spieler/36529
aa51343f,33639,Kevin Mirallas,Right Winger,https://www.transfermarkt.com/kevin-mirallas/profil/spieler/33639
a5ce09f2,94137,Kevin MÃ¶hwald,Central Midfield,https://www.transfermarkt.com/kevin-mohwald/profil/spieler/94137
5c50fdbc,711517,Kevin Paredes,Left Midfield,https://www.transfermarkt.com/kevin-paredes/profil/spieler/711517
90573602,290032,Kevin RÃ¼egg,Right-Back,https://www.transfermarkt.com/kevin-ruegg/profil/spieler/290032
52afb588,473050,Kevin Schade,Right Winger,https://www.transfermarkt.com/kevin-schade/profil/spieler/473050
a45a5d95,371554,Kevin Spadanuda,Left Midfield,https://www.transfermarkt.com/kevin-spadanuda/profil/spieler/371554
ef2e5e1a,68864,Kevin Strootman,Central Midfield,https://www.transfermarkt.com/kevin-strootman/profil/spieler/68864
e5649a78,106872,Kevin StÃ¶ger,Attacking Midfield,https://www.transfermarkt.com/kevin-stoger/profil/spieler/106872
1d8e9add,84435,Kevin Vogt,Centre-Back,https://www.transfermarkt.com/kevin-vogt/profil/spieler/84435
64f69877,82009,Kevin Volland,Second Striker,https://www.transfermarkt.com/kevin-volland/profil/spieler/82009
ee923664,221315,Kevin VÃ¡zquez,Right-Back,https://www.transfermarkt.com/kevin-vazquez/profil/spieler/221315
faf55ce4,122675,Kevin Wimmer,Centre-Back,https://www.transfermarkt.com/kevin-wimmer/profil/spieler/122675
f4ec4fd0,16922,Kevin-Prince Boateng,Attacking Midfield,https://www.transfermarkt.com/kevin-prince-boateng/profil/spieler/16922
16714a62,39174,Khaled AdÃ©non,Centre-Back,https://www.transfermarkt.com/khaled-adenon/profil/spieler/39174
faf00ab8,782630,Khalil Fayad,Central Midfield,https://www.transfermarkt.com/khalil-fayad/profil/spieler/782630
383e68b1,461882,Khanya Leshabela,Attacking Midfield,https://www.transfermarkt.com/khanya-leshabela/profil/spieler/461882
7d9397f8,463618,Khephren Thuram,Central Midfield,https://www.transfermarkt.com/khephren-thuram/profil/spieler/463618
f935709c,354609,Khiry Shelton,Centre-Forward,https://www.transfermarkt.com/khiry-shelton/profil/spieler/354609
422ec08a,124902,Khouma Babacar,Centre-Forward,https://www.transfermarkt.com/khouma-babacar/profil/spieler/124902
dea88efd,502670,Khvicha Kvaratskhelia,Left Winger,https://www.transfermarkt.com/khvicha-kvaratskhelia/profil/spieler/502670
1d8c99b0,81796,Ki Sung-yueng,Defensive Midfield,https://www.transfermarkt.com/sung-yueng-ki/profil/spieler/81796
9a71e978,485583,Ki-Jana Hoever,Right-Back,https://www.transfermarkt.com/ki-jana-hoever/profil/spieler/485583
01ce9e70,275590,Kieffer Moore,Centre-Forward,https://www.transfermarkt.com/kieffer-moore/profil/spieler/275590
2f6ec02a,258916,Kieran Dowell,Attacking Midfield,https://www.transfermarkt.com/kieran-dowell/profil/spieler/258916
46ee5234,44792,Kieran Gibbs,Left-Back,https://www.transfermarkt.com/kieran-gibbs/profil/spieler/44792
fce2302c,300716,Kieran Tierney,Left-Back,https://www.transfermarkt.com/kieran-tierney/profil/spieler/300716
21512407,95810,Kieran Trippier,Right-Back,https://www.transfermarkt.com/kieran-trippier/profil/spieler/95810
5c74c0f5,475188,Kiernan Dewsbury Hall,Central Midfield,https://www.transfermarkt.com/kiernan-dewsbury-hall/profil/spieler/475188
c13c24c8,158703,Kieron Freeman,Right-Back,https://www.transfermarkt.com/kieron-freeman/profil/spieler/158703
e897d8ba,93936,Kike,Centre-Forward,https://www.transfermarkt.com/kike-garcia/profil/spieler/93936
aad53e64,298575,Kike Barja,Right Winger,https://www.transfermarkt.com/kike-barja/profil/spieler/298575
dea912dc,531824,Kike Hermoso,Centre-Back,https://www.transfermarkt.com/kike-hermoso/profil/spieler/531824
237a3851,527698,Kike PÃ©rez,Central Midfield,https://www.transfermarkt.com/kike-perez/profil/spieler/527698
e5d01ecf,76467,Kiko FemenÃ­a,Right-Back,https://www.transfermarkt.com/kiko-femenia/profil/spieler/76467
72b07a9c,51667,Kiko Olivas,Centre-Back,https://www.transfermarkt.com/kiko-olivas/profil/spieler/51667
79f7302a,435796,Kilian Fischer,Right-Back,https://www.transfermarkt.com/kilian-fischer/profil/spieler/435796
99d6044d,324760,Kilian Jakob,Left-Back,https://www.transfermarkt.com/kilian-jakob/profil/spieler/324760
9b1b7d78,361516,Kilian Ludewig,Right-Back,https://www.transfermarkt.com/kilian-ludewig/profil/spieler/361516
313254a3,548348,Kiliann Sildillia,Right-Back,https://www.transfermarkt.com/kiliann-sildillia/profil/spieler/548348
e0f8151c,503482,Kim Min-jae,Centre-Back,https://www.transfermarkt.com/min-jae-kim/profil/spieler/503482
042e8a49,243714,Kingsley Coman,Right Winger,https://www.transfermarkt.com/kingsley-coman/profil/spieler/243714
76b2817e,272812,Kingsley Ehizibue,Right-Back,https://www.transfermarkt.com/kingsley-ehizibue/profil/spieler/272812
954c26c9,358981,Kingsley Fobi,Right-Back,https://www.transfermarkt.com/kingsley-fobi/profil/spieler/358981
e63e122d,401920,Kingsley Michael,Central Midfield,https://www.transfermarkt.com/kingsley-michael/profil/spieler/401920
bd527260,153678,Kingsley Schindler,Right Winger,https://www.transfermarkt.com/kingsley-schindler/profil/spieler/153678
13c8e5f6,221540,Kiril Despodov,Right Winger,https://www.transfermarkt.com/kiril-despodov/profil/spieler/221540
5042e5c2,4357,Klaas-Jan Huntelaar,Centre-Forward,https://www.transfermarkt.com/klaas-jan-huntelaar/profil/spieler/4357
431c837b,57598,Klaus Gjasula,Defensive Midfield,https://www.transfermarkt.com/klaus-gjasula/profil/spieler/57598
f5ae006d,498862,Klauss,Centre-Forward,https://www.transfermarkt.com/joao-klauss/profil/spieler/498862
97d545ae,355816,Ko Itakura,Centre-Back,https://www.transfermarkt.com/ko-itakura/profil/spieler/355816
3a58d075,569375,Koba Koindredi,Central Midfield,https://www.transfermarkt.com/koba-koindredi/profil/spieler/569375
933d3b51,183031,Koffi Djidji,Centre-Back,https://www.transfermarkt.com/koffi-djidji/profil/spieler/183031
55126f3b,74229,Koke,Central Midfield,https://www.transfermarkt.com/koke/profil/spieler/74229
adf825b9,52246,Kolbeinn SigÃ¾Ã³rsson,Centre-Forward,https://www.transfermarkt.com/kolbeinn-sigthorsson/profil/spieler/52246
af3ddb2e,260316,Komnen AndriÄ,Centre-Forward,https://www.transfermarkt.com/komnen-andric/profil/spieler/260316
f4797849,490384,Koni De Winter,Centre-Back,https://www.transfermarkt.com/koni-de-winter/profil/spieler/490384
4b77bb89,466809,Konrad De La Fuente,Left Winger,https://www.transfermarkt.com/konrad-de-la-fuente/profil/spieler/466809
c1b7847c,223967,Konrad Laimer,Central Midfield,https://www.transfermarkt.com/konrad-laimer/profil/spieler/223967
6435e737,45668,Konstantin Rausch,Left-Back,https://www.transfermarkt.com/konstantin-rausch/profil/spieler/45668
00963611,415912,Konstantinos Mavropanos,Centre-Back,https://www.transfermarkt.com/konstantinos-mavropanos/profil/spieler/415912
3c05e082,91841,Koo Ja-cheol,Central Midfield,https://www.transfermarkt.com/ja-cheol-koo/profil/spieler/91841
f1f1f238,115763,Koray GÃ¼nter,Centre-Back,https://www.transfermarkt.com/koray-gunter/profil/spieler/115763
bf8fad51,233124,Kortney Hause,Centre-Back,https://www.transfermarkt.com/kortney-hause/profil/spieler/233124
c707411f,104752,Kostas Manolas,Centre-Back,https://www.transfermarkt.com/konstantinos-manolas/profil/spieler/104752
c6ac6579,34944,Kostas Mitroglou,Centre-Forward,https://www.transfermarkt.com/konstantinos-mitroglou/profil/spieler/34944
861e0116,148967,Kostas Stafylidis,Left-Back,https://www.transfermarkt.com/konstantinos-stafylidis/profil/spieler/148967
f315ca93,338070,Kostas Tsimikas,Left-Back,https://www.transfermarkt.com/konstantinos-tsimikas/profil/spieler/338070
86574238,624690,Kouadio KonÃ©,Central Midfield,https://www.transfermarkt.com/manu-kone/profil/spieler/624690
3067cbef,503740,Kouadio-Yves Dabila,Centre-Back,https://www.transfermarkt.com/kouadio-yves-dabila/profil/spieler/503740
65fcf987,649457,KouamÃ© BotuÃ©,Left Winger,https://www.transfermarkt.com/jean-botue/profil/spieler/649457
8104e41e,490426,Krepin Diatta,Right Winger,https://www.transfermarkt.com/krepin-diatta/profil/spieler/490426
5154b2ba,331779,Kristian Pedersen,Left-Back,https://www.transfermarkt.com/kristian-pedersen/profil/spieler/331779
76ff8d0d,564785,Kristian Thorstvedt,Attacking Midfield,https://www.transfermarkt.com/kristian-thorstvedt/profil/spieler/564785
79370f8c,375857,Kristijan BistroviÄ,Central Midfield,https://www.transfermarkt.com/kristijan-bistrovic/profil/spieler/375857
a8ee54ad,374954,Kristijan JakiÄ,Defensive Midfield,https://www.transfermarkt.com/kristijan-jakic/profil/spieler/374954
0fdcef0e,543771,Kristjan Asllani,Defensive Midfield,https://www.transfermarkt.com/kristjan-asllani/profil/spieler/543771
a8c0acb7,328658,Kristoffer Ajer,Centre-Back,https://www.transfermarkt.com/kristoffer-ajer/profil/spieler/328658
a69cc629,574495,Kristoffer Askildsen,Central Midfield,https://www.transfermarkt.com/kristoffer-askildsen/profil/spieler/574495
4ce8f4a3,543736,Krisztofer HorvÃ¡th,Attacking Midfield,https://www.transfermarkt.com/krisztofer-horvath/profil/spieler/543736
17f3620a,327757,Krzysztof PiÄtek,Centre-Forward,https://www.transfermarkt.com/krzysztof-piatek/profil/spieler/327757
2b6dc4d7,311696,Kuki,Second Striker,https://www.transfermarkt.com/kuki-zalazar/profil/spieler/311696
ce4246f5,157509,Kurt Zouma,Centre-Back,https://www.transfermarkt.com/kurt-zouma/profil/spieler/157509
089550f5,63531,Kwadwo Asamoah,Left Midfield,https://www.transfermarkt.com/kwadwo-asamoah/profil/spieler/63531
7124239e,154819,Kwasi Okyere Wriedt,Centre-Forward,https://www.transfermarkt.com/kwasi-wriedt/profil/spieler/154819
7961f7aa,259350,Kwon Chang-hoon,Right Winger,https://www.transfermarkt.com/chang-hoon-kwon/profil/spieler/259350
18e96f64,67421,Kyle Bartley,Centre-Back,https://www.transfermarkt.com/kyle-bartley/profil/spieler/67421
1566e437,314366,Kyle Edwards,Left Midfield,https://www.transfermarkt.com/kyle-edwards/profil/spieler/314366
e860c42f,66219,Kyle Naughton,Right-Back,https://www.transfermarkt.com/kyle-naughton/profil/spieler/66219
86dd77d1,95424,Kyle Walker,Right-Back,https://www.transfermarkt.com/kyle-walker/profil/spieler/95424
984a5a64,341051,Kyle Walker-Peters,Right-Back,https://www.transfermarkt.com/kyle-walker-peters/profil/spieler/341051
42fd9c7f,342229,Kylian MbappÃ©,Centre-Forward,https://www.transfermarkt.com/kylian-mbappe/profil/spieler/342229
836dc4a8,982863,Kyliane Dong,attack,https://www.transfermarkt.com/kyliane-dong/profil/spieler/982863
931b7c30,58489,Kyriakos Papadopoulos,Centre-Back,https://www.transfermarkt.com/kyriakos-papadopoulos/profil/spieler/58489
3250c6cd,98351,KÃ©vin BÃ©rigaud,Centre-Forward,https://www.transfermarkt.com/kevin-berigaud/profil/spieler/98351
42276181,27389,KÃ©vin Gameiro,Centre-Forward,https://www.transfermarkt.com/kevin-gameiro/profil/spieler/27389
c43a8336,855014,KÃ©vin Keben Biakolo,Centre-Back,https://www.transfermarkt.com/kevin-keben-biakolo/profil/spieler/855014
d6a889ea,126711,KÃ©vin Malcuit,Right-Back,https://www.transfermarkt.com/kevin-malcuit/profil/spieler/126711
6a26e528,198473,KÃ©vin Mayi,Centre-Forward,https://www.transfermarkt.com/kevin-mayi/profil/spieler/198473
4a57580c,44045,KÃ©vin Monnet-Paquet,Left Winger,https://www.transfermarkt.com/kevin-monnet-paquet/profil/spieler/44045
e50623a0,342209,KÃ©vin N'Doram,Defensive Midfield,https://www.transfermarkt.com/kevin-ndoram/profil/spieler/342209
7a137df4,93751,KÃ©vin Rimane,Centre-Back,https://www.transfermarkt.com/kevin-rimane/profil/spieler/93751
f1bed920,206947,KÃ©vin Rodrigues,Left-Back,https://www.transfermarkt.com/kevin-rodrigues/profil/spieler/206947
6435143e,353959,KÃ©vin Soni,Centre-Forward,https://www.transfermarkt.com/kevin-soni/profil/spieler/353959
6b994195,60603,KÃ©vin ThÃ©ophile-Catherine,Centre-Back,https://www.transfermarkt.com/kevin-theophile-catherine/profil/spieler/60603
775185ae,524929,KÃ©vin Zohi,Centre-Forward,https://www.transfermarkt.com/kevin-zohi/profil/spieler/524929
