fbref_id,Player,Season_End_Year,pos_primary,age_y,std_Min_Playing,Squads,Comps,eligible,grp_prod,grp_progress,grp_chance,grp_stability,grp_defense,score_position,style,style_confidence,score_style,ability,fut_year,fut_ability,survived
921f6058,José Luis Palomino,2019,DF,28.0,2261.0,Atalanta,Serie A,True,54.5,18.2,28.8,76.6,72.6,57.4,스토퍼,0.48,66.7,62.0,2022.0,68.7,1
921f6058,José Luis Palomino,2020,DF,29.0,2480.0,Atalanta,Serie A,True,69.8,25.7,38.3,57.9,78.9,58.5,스토퍼,0.93,67.3,62.9,2022.0,68.7,1
92232aad,Mathieu Debuchy,2018,DF,32.0,1314.0,Saint-Étienne,Ligue 1,True,87.9,56.2,86.9,24.4,79.7,62.3,공격형 풀백,0.95,67.0,64.6,2021.0,61.0,1
92232aad,Mathieu Debuchy,2019,DF,33.0,1941.0,Saint-Étienne,Ligue 1,True,89.8,57.8,70.6,27.3,57.2,52.8,공격형 풀백,0.69,59.5,56.2,2021.0,61.0,1
92232aad,Mathieu Debuchy,2020,DF,34.0,1769.0,Saint-Étienne,Ligue 1,True,65.1,57.2,68.8,34.5,76.6,60.8,스토퍼,0.25,63.6,62.2,,,0
9228b07c,Tom Davies,2018,MF,19.0,1900.0,Everton,Premier League,True,33.0,28.2,29.2,29.7,38.6,31.0,볼 운반형,0.33,30.2,30.6,2021.0,38.8,1
9228b07c,Tom Davies,2019,MF,20.0,980.0,Everton,Premier League,True,21.5,43.8,15.6,38.3,58.3,35.9,수비형 파괴자,0.39,47.1,41.5,2021.0,38.8,1
9228b07c,Tom Davies,2020,MF,21.0,2027.0,Everton,Premier League,True,34.2,43.4,14.4,39.8,58.9,37.8,수비형 파괴자,0.35,48.3,43.0,,,0
923f4dda,Sehrou Guirassy,2019,FW,22.0,1111.0,Amiens,Ligue 1,True,44.0,45.7,31.2,8.4,52.1,39.0,연결형 공격수,0.08,34.9,37.0,2022.0,51.1,1
923f4dda,Sehrou Guirassy,2020,FW,23.0,1921.0,Amiens,Ligue 1,True,37.9,51.6,34.4,26.8,51.8,40.2,연결형 공격수,0.48,38.4,39.3,2022.0,51.1,1
924f9191,Grischa Prömel,2020,MF,24.0,924.0,Union Berlin,Bundesliga,True,30.2,26.6,12.4,30.3,56.2,29.5,수비형 파괴자,0.23,41.8,35.6,2023.0,36.3,1
9260926b,Ibrahim Amadou,2018,MF,24.0,2405.0,Lille,Ligue 1,True,20.5,42.1,6.2,65.8,67.4,40.2,딥 플레이메이커,0.34,41.8,41.0,2021.0,45.9,1
9260926b,Ibrahim Amadou,2020,MF,26.0,1529.0,Leganés / Norwich City,La Liga / Premier League,True,29.7,13.4,2.4,58.3,63.4,30.1,수비형 파괴자,1.08,49.9,40.0,,,0
92948149,Lukas Klünter,2018,DF,21.0,1336.0,Köln,Bundesliga,True,81.6,52.9,67.2,18.7,23.5,35.5,공격형 풀백,2.91,48.3,41.9,2021.0,41.2,1
92948149,Lukas Klünter,2020,DF,23.0,1878.0,Hertha BSC,Bundesliga,True,42.6,32.9,70.0,22.7,51.4,41.9,공격형 풀백,0.97,45.3,43.6,,,0
92948398,Leo Štulac,2019,MF,23.0,1452.0,Parma,Serie A,True,39.3,28.2,41.5,46.6,53.3,40.0,딥 플레이메이커,1.27,40.4,40.2,,,0
92b4758e,Samir Santos,2018,DF,22.0,2569.0,Udinese,Serie A,True,45.5,35.9,29.1,42.8,63.5,48.5,스토퍼,0.45,54.3,51.4,2021.0,51.6,1
92b4758e,Samir Santos,2019,DF,23.0,1797.0,Udinese,Serie A,True,57.7,28.2,49.0,44.3,69.6,52.3,스토퍼,0.82,58.4,55.4,2022.0,52.0,1
92b4758e,Samir Santos,2020,DF,24.0,1546.0,Udinese,Serie A,True,55.1,39.6,31.3,59.9,50.7,49.1,스토퍼,0.45,51.7,50.4,2022.0,52.0,1
92b4a127,Gustavo Cabral,2018,DF,31.0,1891.0,Celta Vigo,La Liga,True,53.1,29.8,23.5,62.1,54.8,48.4,스토퍼,0.17,53.5,51.0,,,0
92b4a127,Gustavo Cabral,2019,DF,32.0,1897.0,Celta Vigo,La Liga,True,55.3,21.9,36.7,57.1,66.9,51.8,스토퍼,0.86,59.0,55.4,,,0
92b56413,Tristan Dingomé,2018,MF,26.0,1192.0,Troyes,Ligue 1,True,23.1,36.1,44.8,55.8,37.0,40.0,딥 플레이메이커,0.53,42.7,41.4,,,0
92b56413,Tristan Dingomé,2019,MF,27.0,1344.0,Reims,Ligue 1,True,41.4,36.8,72.1,39.6,30.8,44.2,딥 플레이메이커,0.53,45.7,45.0,2022.0,54.6,1
92cd4bef,William Vainqueur,2020,MF,30.0,1715.0,Toulouse,Ligue 1,True,18.9,32.4,17.4,61.0,67.3,38.3,수비형 파괴자,1.02,55.6,47.0,,,0
92d38e6c,Dimitris Siovas,2018,DF,28.0,2057.0,Leganés,La Liga,True,64.5,22.6,16.8,46.1,65.6,47.2,스토퍼,0.24,55.4,51.3,2021.0,58.2,1
92d38e6c,Dimitris Siovas,2019,DF,29.0,2962.0,Leganés,La Liga,True,57.6,48.9,39.9,34.2,72.6,54.3,스토퍼,0.49,59.5,56.9,2021.0,58.2,1
92d38e6c,Dimitris Siovas,2020,DF,30.0,1918.0,Leganés,La Liga,True,52.5,38.9,32.7,41.2,67.3,50.9,스토퍼,0.63,56.8,53.8,,,0
92d83c27,Mattias Svanberg,2019,MF,19.0,1176.0,Bologna,Serie A,True,47.1,20.0,49.4,33.8,45.6,36.5,공격형 MF,0.14,39.6,38.0,2022.0,41.3,1
92d83c27,Mattias Svanberg,2020,MF,20.0,1051.0,Bologna,Serie A,True,66.3,45.7,60.6,42.4,48.9,51.6,공격형 MF,0.59,56.2,53.9,2022.0,41.3,1
92e7e919,Son Heung-min,2018,MF,25.0,2317.0,Tottenham,Premier League,True,94.5,61.0,74.6,28.9,8.4,54.5,공격형 MF,0.97,69.3,61.9,2021.0,56.8,1
92e7e919,Son Heung-min,2019,FW,26.0,2039.0,Tottenham,Premier League,True,70.7,78.3,83.3,49.1,41.4,69.6,돌파형 윙어,0.53,72.5,71.0,2022.0,63.0,1
92e7e919,Son Heung-min,2020,MF,27.0,2476.0,Tottenham,Premier League,True,92.8,55.1,77.5,32.3,14.9,54.6,공격형 MF,0.52,68.8,61.7,2023.0,53.2,1
9306d5ea,Jonathan Hogg,2018,MF,28.0,2398.0,Huddersfield,Premier League,True,11.8,23.9,7.9,63.1,82.7,35.6,수비형 파괴자,1.19,61.7,48.7,,,0
9306d5ea,Jonathan Hogg,2019,MF,29.0,2367.0,Huddersfield,Premier League,True,12.0,32.8,18.6,58.5,76.3,38.5,수비형 파괴자,1.03,59.3,48.9,,,0
93090f69,Domingos Duarte,2020,DF,24.0,3087.0,Granada,La Liga,True,51.2,21.3,16.1,59.8,47.8,42.5,스토퍼,0.82,47.6,45.0,2023.0,46.6,1
931b7c30,Kyriakos Papadopoulos,2018,DF,25.0,2610.0,Hamburger SV,Bundesliga,True,61.9,44.7,27.2,53.1,74.1,57.7,스토퍼,2.19,64.6,61.2,,,0
93390969,Marcello Gazzola,2019,DF,33.0,921.0,Parma,Serie A,True,62.2,33.5,46.5,35.8,41.2,39.9,공격형 풀백,1.47,41.5,40.7,,,0
933d3b51,Koffi Djidji,2018,DF,24.0,2416.0,Nantes,Ligue 1,True,36.3,18.7,46.4,44.9,59.9,45.4,공격형 풀백,0.33,39.6,42.5,2021.0,49.2,1
933d3b51,Koffi Djidji,2019,DF,25.0,1477.0,Torino / Nantes,Serie A / Ligue 1,True,20.8,22.8,15.6,41.3,65.6,43.7,스토퍼,0.97,52.9,48.3,2022.0,53.8,1
933e8c8a,Javi Moyano,2019,DF,32.0,2098.0,Valladolid,La Liga,True,34.9,33.2,48.1,39.1,36.5,37.6,공격형 풀백,0.26,38.7,38.2,,,0
933e8c8a,Javi Moyano,2020,DF,33.0,2227.0,Valladolid,La Liga,True,36.3,32.8,50.3,35.3,37.4,37.2,공격형 풀백,0.69,38.8,38.0,,,0
935e6b8f,Jordan Henderson,2018,MF,27.0,2171.0,Liverpool,Premier League,True,26.5,58.3,49.9,66.4,78.0,56.4,딥 플레이메이커,0.11,59.6,58.0,2021.0,58.8,1
935e6b8f,Jordan Henderson,2019,MF,28.0,1987.0,Liverpool,Premier League,True,40.3,60.4,42.2,61.6,71.6,55.7,수비형 파괴자,0.12,64.4,60.0,2022.0,60.4,1
935e6b8f,Jordan Henderson,2020,MF,29.0,2238.0,Liverpool,Premier League,True,50.3,68.1,48.9,62.6,70.6,60.9,수비형 파괴자,0.02,66.1,63.5,2022.0,60.4,1
93a50d2c,Kasim Nuhu,2019,DF,23.0,904.0,Hoffenheim,Bundesliga,True,37.9,61.8,33.1,44.3,59.5,52.4,빌드업 수비수,0.21,52.0,52.2,2021.0,47.8,1
93a50d2c,Kasim Nuhu,2020,DF,24.0,999.0,Düsseldorf,Bundesliga,True,68.5,52.7,33.1,49.6,66.1,56.1,스토퍼,0.15,60.1,58.1,,,0
93b891d1,Felipe Caicedo,2019,FW,29.0,1371.0,Lazio,Serie A,True,61.5,57.0,68.0,54.2,34.0,58.4,박스 포처,0.28,58.5,58.4,2021.0,55.6,1
93b891d1,Felipe Caicedo,2020,FW,30.0,1406.0,Lazio,Serie A,True,61.9,52.4,66.9,53.4,37.0,57.7,연결형 공격수,0.3,59.2,58.4,,,0
93cf32a8,Nicolas Nkoulou,2018,DF,27.0,3258.0,Torino,Serie A,True,55.6,29.8,18.5,67.4,60.5,51.7,스토퍼,0.56,58.2,55.0,2021.0,50.8,1
93cf32a8,Nicolas Nkoulou,2019,DF,28.0,3214.0,Torino,Serie A,True,42.9,8.7,13.8,65.6,62.9,46.8,스토퍼,0.84,56.6,51.7,2021.0,50.8,1
93cf32a8,Nicolas Nkoulou,2020,DF,29.0,2692.0,Torino,Serie A,True,46.3,8.1,13.5,57.0,71.0,47.9,스토퍼,1.54,59.3,53.6,,,0
9417f322,Nicolás Burdisso,2018,DF,36.0,2069.0,Torino,Serie A,True,51.1,25.0,21.9,58.8,46.2,42.9,스토퍼,0.58,46.9,44.9,,,0
942b4f90,Wissam Ben Yedder,2018,FW,26.0,1700.0,Sevilla,La Liga,True,76.2,55.2,71.5,58.6,29.4,64.6,박스 포처,0.42,66.9,65.8,2021.0,63.6,1
942b4f90,Wissam Ben Yedder,2019,FW,27.0,2812.0,Sevilla,La Liga,True,82.0,67.2,72.8,46.2,32.3,68.7,박스 포처,0.14,70.6,69.6,2022.0,64.2,1
942b4f90,Wissam Ben Yedder,2020,FW,28.0,2164.0,Monaco,Ligue 1,True,83.1,82.7,87.6,44.3,37.9,75.5,연결형 공격수,0.52,76.5,76.0,2022.0,64.2,1
9453d2f4,Baptiste Guillaume,2019,FW,23.0,1183.0,Nîmes,Ligue 1,True,31.5,21.1,19.8,33.2,57.7,29.9,연결형 공격수,0.07,26.9,28.4,,,0
94b2001f,Danilo,2018,DF,26.0,1349.0,Manchester City,Premier League,True,76.3,82.5,73.2,50.1,49.8,60.1,빌드업 수비수,0.25,65.0,62.6,2021.0,60.9,1
94b2001f,Danilo,2020,DF,28.0,1440.0,Juventus,Serie A,True,66.8,82.7,83.0,56.6,43.2,59.6,빌드업 수비수,0.11,66.2,62.9,2023.0,49.8,1
94c18565,Florian Kainz,2018,MF,24.0,1712.0,Werder Bremen,Bundesliga,True,75.0,67.7,77.2,22.2,43.2,57.9,공격형 MF,0.17,67.0,62.4,2020.0,58.8,1
94c18565,Florian Kainz,2020,MF,26.0,1561.0,Köln,Bundesliga,True,83.9,64.9,88.6,27.4,32.0,60.1,딥 플레이메이커,0.93,57.5,58.8,2022.0,58.2,1
94f8d10c,Duje Ćaleta-Car,2019,DF,21.0,1547.0,Marseille,Ligue 1,True,52.5,37.6,18.3,74.5,65.1,56.6,스토퍼,0.79,63.4,60.0,2022.0,58.4,1
94f8d10c,Duje Ćaleta-Car,2020,DF,22.0,1886.0,Marseille,Ligue 1,True,65.8,45.9,25.5,73.0,63.1,58.5,스토퍼,0.12,63.2,60.8,2022.0,58.4,1
952a03fe,Sebastien De Maio,2018,DF,30.0,2053.0,Bologna,Serie A,True,55.2,38.1,35.8,56.1,53.1,49.2,스토퍼,0.46,52.1,50.7,2020.0,50.5,1
952a03fe,Sebastien De Maio,2019,DF,31.0,1664.0,Udinese / Bologna,Serie A,True,52.9,25.1,37.0,54.3,60.9,49.3,스토퍼,1.57,54.9,52.1,,,0
952a03fe,Sebastien De Maio,2020,DF,32.0,1500.0,Udinese,Serie A,True,56.5,16.6,30.4,45.2,65.3,46.6,스토퍼,1.04,54.4,50.5,,,0
958a601f,Paweł Jaroszyński,2019,DF,23.0,1348.0,Chievo,Serie A,True,41.5,59.2,60.9,27.6,47.5,45.9,공격형 풀백,0.45,50.8,48.3,,,0
958bba56,Santiago Cáseres,2019,MF,21.0,1588.0,Villarreal,La Liga,True,21.6,34.2,20.4,71.9,66.0,41.9,수비형 파괴자,0.93,58.2,50.0,,,0
9592289a,Simone Zaza,2018,FW,26.0,2077.0,Valencia,La Liga,True,64.6,33.4,22.2,35.9,62.0,46.7,박스 포처,0.56,52.0,49.4,2021.0,45.4,1
9592289a,Simone Zaza,2019,FW,27.0,1437.0,Torino,Serie A,True,65.3,25.1,38.7,20.7,49.3,45.9,박스 포처,0.82,51.2,48.6,2021.0,45.4,1
9592289a,Simone Zaza,2020,FW,28.0,1640.0,Torino,Serie A,True,51.9,21.0,13.7,7.2,63.2,34.7,박스 포처,0.09,39.7,37.2,,,0
95facda1,Nahitan Nández,2020,MF,23.0,2898.0,Cagliari,Serie A,True,41.7,55.2,58.2,33.8,41.9,47.5,딥 플레이메이커,0.05,47.9,47.7,2022.0,50.7,1
960acc0a,Badou Ndiaye,2018,MF,26.0,1138.0,Stoke City,Premier League,True,51.1,30.1,34.6,45.4,76.7,44.2,수비형 파괴자,1.13,58.5,51.4,,,0
960fb42d,Álex Gálvez,2018,DF,28.0,1979.0,Las Palmas / Eibar,La Liga,True,52.7,52.0,17.8,47.1,59.0,50.2,빌드업 수비수,0.19,48.6,49.4,,,0
960fb42d,Álex Gálvez,2019,DF,29.0,1412.0,Rayo Vallecano,La Liga,True,68.4,22.6,31.7,59.8,53.8,47.6,스토퍼,1.32,52.2,49.9,,,0
962e54cb,Gonçalo Paciência,2020,FW,24.0,1283.0,Eint Frankfurt,Bundesliga,True,75.6,66.6,71.4,7.0,48.5,63.4,박스 포처,0.02,64.5,64.0,,,0
963829d0,Manu Trigueros,2018,MF,25.0,2698.0,Villarreal,La Liga,True,39.3,59.4,61.4,57.4,49.5,54.9,딥 플레이메이커,0.46,56.9,55.9,2021.0,51.2,1
963829d0,Manu Trigueros,2019,MF,26.0,1547.0,Villarreal,La Liga,True,28.5,47.2,37.4,51.5,46.6,43.2,수비형 파괴자,0.16,46.6,44.9,2022.0,59.8,1
963829d0,Manu Trigueros,2020,MF,27.0,1547.0,Villarreal,La Liga,True,64.4,53.6,76.3,58.9,43.5,59.3,딥 플레이메이커,0.13,59.6,59.4,2022.0,59.8,1
9674002f,Mason Mount,2020,MF,20.0,2867.0,Chelsea,Premier League,True,80.2,64.3,79.6,32.3,22.1,57.0,공격형 MF,0.94,68.3,62.6,2022.0,70.9,1
96960855,Francesco Cassata,2019,MF,21.0,1124.0,Frosinone,Serie A,True,44.7,32.4,40.6,33.4,33.5,36.3,볼 운반형,0.66,35.5,35.9,,,0
96960855,Francesco Cassata,2020,MF,22.0,1458.0,Genoa,Serie A,True,44.7,39.9,36.2,39.1,32.7,38.6,볼 운반형,0.34,38.8,38.7,,,0
96bb8cc2,Robbie Brady,2018,MF,25.0,1277.0,Burnley,Premier League,True,53.8,52.1,84.1,24.5,53.4,53.4,딥 플레이메이커,0.92,53.5,53.4,2021.0,43.5,1
96e0490d,Matteo Darmian,2020,DF,29.0,2685.0,Parma,Serie A,True,45.2,58.9,55.6,45.8,43.3,48.4,공격형 풀백,0.45,51.6,50.0,2022.0,48.5,1
972aeb2a,William Saliba,2019,DF,17.0,1277.0,Saint-Étienne,Ligue 1,True,34.7,28.8,25.9,40.7,62.5,45.3,스토퍼,0.15,52.1,48.7,2022.0,56.8,1
972aeb2a,William Saliba,2020,DF,18.0,992.0,Saint-Étienne,Ligue 1,True,26.6,49.6,16.0,47.7,72.6,53.8,빌드업 수비수,0.07,49.1,51.4,2023.0,52.7,1
97333cf5,Stuart Armstrong,2019,MF,26.0,1432.0,Southampton,Premier League,True,66.2,49.1,81.5,25.7,47.8,53.3,공격형 MF,0.48,61.5,57.4,2022.0,55.7,1
97333cf5,Stuart Armstrong,2020,MF,27.0,1715.0,Southampton,Premier League,True,71.3,46.0,63.1,26.2,41.4,48.5,공격형 MF,0.27,56.5,52.5,2022.0,55.7,1
9744ff80,Pablo Sarabia,2018,MF,25.0,2395.0,Sevilla,La Liga,True,86.8,64.5,80.8,23.4,29.0,57.6,공격형 MF,0.97,70.2,63.9,2021.0,75.8,1
9744ff80,Pablo Sarabia,2019,MF,26.0,2724.0,Sevilla,La Liga,True,95.5,71.9,95.8,27.7,16.6,63.1,공격형 MF,1.25,78.9,71.0,2021.0,75.8,1
9744ff80,Pablo Sarabia,2020,MF,27.0,1164.0,Paris S-G,Ligue 1,True,89.5,73.9,72.8,32.3,12.4,58.5,공격형 MF,1.11,71.0,64.8,,,0
97572117,Allan Nyom,2018,DF,29.0,2310.0,West Brom,Premier League,True,29.5,25.6,69.0,29.0,47.3,39.7,공격형 풀백,1.37,41.7,40.7,2021.0,37.4,1
97572117,Allan Nyom,2019,DF,30.0,1708.0,Leganés,La Liga,True,50.1,35.3,79.8,35.2,39.7,42.2,공격형 풀백,1.92,48.8,45.5,2021.0,37.4,1
97572117,Allan Nyom,2020,DF,31.0,2422.0,Getafe,La Liga,True,52.7,36.9,49.5,25.7,34.3,35.1,공격형 풀백,1.58,39.4,37.2,,,0
97655ccd,Paul Verhaegh,2018,DF,33.0,2614.0,Wolfsburg,Bundesliga,True,37.0,61.8,69.7,43.5,36.4,46.6,공격형 풀백,0.25,53.5,50.0,,,0
978cd030,Jorge Pulido,2019,DF,27.0,2785.0,Huesca,La Liga,True,70.4,27.9,51.7,39.6,55.2,46.3,스토퍼,1.0,49.0,47.6,2021.0,47.8,1
97bfa797,Jean-Kévin Augustin,2018,FW,20.0,1266.0,RB Leipzig,Bundesliga,True,73.8,53.8,59.5,29.4,52.7,60.4,돌파형 윙어,0.62,58.9,59.6,,,0
97fb4608,Théo Pellenard,2018,DF,23.0,1428.0,Bordeaux,Ligue 1,True,28.6,66.4,82.8,31.0,32.8,43.8,공격형 풀백,0.37,54.7,49.2,,,0
980522ec,Christian Eriksen,2018,MF,25.0,3218.0,Tottenham,Premier League,True,86.6,79.8,93.3,28.5,40.5,67.4,공격형 MF,0.52,78.8,73.1,2021.0,56.2,1
980522ec,Christian Eriksen,2019,MF,26.0,2774.0,Tottenham,Premier League,True,85.2,70.9,90.7,36.2,29.7,63.9,공격형 MF,0.32,75.6,69.8,2022.0,65.0,1
980522ec,Christian Eriksen,2020,MF,27.0,1800.0,Tottenham / Inter,Premier League / Serie A,True,81.0,58.0,88.2,34.0,26.0,57.9,딥 플레이메이커,0.04,55.9,56.9,2022.0,65.0,1
983ff2c7,Lorenzo Venuti,2018,DF,22.0,2390.0,Benevento,Serie A,True,44.9,39.6,66.4,43.6,34.9,41.6,공격형 풀백,0.51,46.5,44.0,2021.0,36.0,1
984a5a64,Kyle Walker-Peters,2020,DF,22.0,944.0,Southampton / Tottenham,Premier League,True,33.6,65.5,62.9,24.7,37.9,42.4,공격형 풀백,0.14,50.0,46.2,2023.0,50.9,1
9853983f,Bobby Wood,2018,FW,24.0,1609.0,Hamburger SV,Bundesliga,True,28.4,39.9,23.1,18.1,39.2,29.7,타겟맨,0.02,30.7,30.2,,,0
9853983f,Bobby Wood,2019,FW,25.0,1182.0,Hannover 96,Bundesliga,True,35.8,44.6,29.6,31.3,47.9,37.1,연결형 공격수,0.7,35.3,36.2,,,0
987718f5,Sam Clucas,2018,MF,26.0,2044.0,Swansea City,Premier League,True,48.1,22.6,14.9,49.5,64.8,36.6,수비형 파괴자,0.41,51.3,44.0,,,0
989d5705,Jeff Hendrick,2018,FW,25.0,2331.0,Burnley,Premier League,True,17.6,46.7,31.8,63.1,55.1,34.6,연결형 공격수,1.08,37.1,35.8,2021.0,29.8,1
989d5705,Jeff Hendrick,2019,MF,26.0,2063.0,Burnley,Premier League,True,36.7,20.1,24.5,32.2,47.8,30.0,공격형 MF,0.3,29.0,29.5,2021.0,29.8,1
989d5705,Jeff Hendrick,2020,MF,27.0,1931.0,Burnley,Premier League,True,43.3,21.9,14.7,32.6,38.1,28.2,볼 운반형,0.03,25.8,27.0,,,0
98be0d02,Ramadan Sobhi,2018,MF,20.0,1238.0,Stoke City,Premier League,True,51.6,52.5,39.7,26.3,44.3,43.3,볼 운반형,1.31,45.1,44.2,,,0
98d2c2c4,Remo Freuler,2018,MF,25.0,3006.0,Atalanta,Serie A,True,62.9,71.3,59.8,56.6,60.0,63.1,수비형 파괴자,0.51,61.0,62.0,2021.0,65.2,1
98d2c2c4,Remo Freuler,2019,MF,26.0,3022.0,Atalanta,Serie A,True,50.4,73.8,70.2,55.5,75.2,66.1,수비형 파괴자,0.46,68.6,67.4,2022.0,61.2,1
98d2c2c4,Remo Freuler,2020,MF,27.0,2337.0,Atalanta,Serie A,True,44.0,65.3,56.2,62.9,58.4,58.8,수비형 파괴자,0.32,59.7,59.2,2022.0,61.2,1
98e958af,Oscar Hiljemark,2018,MF,25.0,1279.0,Genoa,Serie A,True,52.7,48.1,78.8,33.3,35.0,50.0,딥 플레이메이커,0.59,50.3,50.2,,,0
98e958af,Oscar Hiljemark,2019,MF,26.0,1196.0,Genoa,Serie A,True,40.6,27.6,32.2,41.0,48.0,36.2,공격형 MF,0.06,35.2,35.7,,,0
9907b1c8,Nicolò Zaniolo,2019,MF,19.0,1766.0,Roma,Serie A,True,74.2,44.3,49.3,21.2,27.9,42.7,볼 운반형,0.31,43.2,43.0,2022.0,57.2,1
9907b1c8,Nicolò Zaniolo,2020,MF,20.0,1503.0,Roma,Serie A,True,83.7,57.5,79.0,25.8,11.7,52.5,볼 운반형,0.7,55.1,53.8,2022.0,57.2,1
9939e168,Jon Moncayola,2020,MF,21.0,1496.0,Osasuna,La Liga,True,24.6,19.3,12.6,45.2,81.5,33.3,수비형 파괴자,0.67,56.8,45.0,2022.0,40.5,1
9980269a,Kalifa Coulibaly,2019,FW,26.0,1751.0,Nantes,Ligue 1,True,54.4,51.3,46.0,9.2,57.0,47.8,타겟맨,0.42,49.4,48.6,2021.0,33.7,1
9980269a,Kalifa Coulibaly,2020,FW,27.0,1616.0,Nantes,Ligue 1,True,38.6,33.6,15.9,7.7,61.8,32.3,타겟맨,0.32,38.6,35.4,,,0
999908af,Wakaso,2018,MF,27.0,1098.0,Alavés,La Liga,True,31.3,29.7,16.3,39.5,80.6,36.8,수비형 파괴자,0.28,57.0,46.9,2020.0,40.1,1
999908af,Wakaso,2019,MF,28.0,1669.0,Alavés,La Liga,True,35.0,36.3,22.2,34.0,53.8,35.4,딥 플레이메이커,0.05,34.8,35.1,,,0
999908af,Wakaso,2020,MF,29.0,1283.0,Alavés,La Liga,True,17.7,29.1,3.8,38.3,69.7,30.3,수비형 파괴자,0.24,49.9,40.1,,,0
99b1d0e6,Stephan Lichtsteiner,2018,DF,33.0,1704.0,Juventus,Serie A,True,33.2,70.6,67.2,48.8,17.1,41.6,빌드업 수비수,0.11,51.2,46.4,2020.0,38.7,1
99b1d0e6,Stephan Lichtsteiner,2019,DF,34.0,938.0,Arsenal,Premier League,True,20.4,53.5,33.3,19.1,31.1,32.3,공격형 풀백,0.2,35.5,33.9,,,0
99b1d0e6,Stephan Lichtsteiner,2020,DF,35.0,1343.0,Augsburg,Bundesliga,True,27.8,33.5,62.2,33.0,35.9,36.9,공격형 풀백,0.81,40.5,38.7,,,0
99b7584f,Martin Harnik,2018,FW,30.0,1888.0,Hannover 96,Bundesliga,True,58.4,48.7,39.1,36.1,65.1,51.0,연결형 공격수,0.34,46.7,48.8,,,0
99be8fb5,Anthony Ujah,2020,FW,28.0,949.0,Union Berlin,Bundesliga,True,43.6,49.9,34.9,28.4,56.6,42.9,타겟맨,0.97,45.1,44.0,,,0
99bebd12,John Guidetti,2018,FW,25.0,1337.0,Alavés / Celta Vigo,La Liga,True,50.2,50.4,54.4,38.1,39.7,48.8,연결형 공격수,0.34,49.3,49.0,,,0
99d8fc35,Antonio Caracciolo,2018,DF,27.0,2857.0,Hellas Verona,Serie A,True,62.3,15.4,13.7,63.7,50.7,43.8,스토퍼,1.98,50.0,46.9,,,0
99de6b6f,Benjamin Hübner,2018,DF,28.0,2315.0,Hoffenheim,Bundesliga,True,76.1,64.5,50.0,52.7,72.1,63.7,스토퍼,0.75,66.2,65.0,2020.0,60.0,1
99de6b6f,Benjamin Hübner,2020,DF,30.0,2070.0,Hoffenheim,Bundesliga,True,74.9,70.9,60.4,57.3,56.9,61.1,스토퍼,0.77,59.0,60.0,,,0
99f7e9aa,Pascal Stenzel,2018,MF,21.0,1941.0,Freiburg,Bundesliga,True,19.2,41.6,25.5,45.9,67.1,39.7,딥 플레이메이커,0.23,41.3,40.5,2021.0,50.7,1
99f7e9aa,Pascal Stenzel,2019,DF,22.0,1449.0,Freiburg,Bundesliga,True,72.5,59.3,81.6,41.3,43.4,51.3,빌드업 수비수,0.3,53.6,52.4,2021.0,50.7,1
9a104dee,Cenk Tosun,2018,FW,26.0,986.0,Everton,Premier League,True,45.2,17.8,46.7,37.3,62.3,41.0,타겟맨,0.35,46.1,43.6,,,0
9a104dee,Cenk Tosun,2019,FW,27.0,1059.0,Everton,Premier League,True,61.9,30.3,45.4,39.8,57.6,49.7,타겟맨,0.01,53.8,51.8,,,0
9a1f2e1c,Rafael,2018,DF,27.0,1812.0,Lyon,Ligue 1,True,67.8,78.0,88.9,33.2,35.0,50.2,공격형 풀백,0.91,64.4,57.3,,,0
9a1f2e1c,Rafael,2019,DF,28.0,1023.0,Lyon,Ligue 1,True,37.1,81.6,74.3,37.5,57.6,58.0,공격형 풀백,0.85,63.9,61.0,,,0
9a28eba4,Adama Traoré,2019,FW,22.0,902.0,Wolves,Premier League,True,27.7,72.5,77.7,17.4,84.5,51.3,돌파형 윙어,1.95,61.1,56.2,2022.0,55.4,1
9a28eba4,Adama Traoré,2020,FW,23.0,2605.0,Wolves,Premier League,True,32.0,69.8,85.2,13.2,75.4,52.7,돌파형 윙어,2.67,61.9,57.3,2022.0,55.4,1
9a2e0ccc,Emil Forsberg,2018,MF,25.0,1370.0,RB Leipzig,Bundesliga,True,68.7,57.3,84.6,19.8,24.1,52.0,공격형 MF,0.12,63.5,57.8,2021.0,65.3,1
9a2e0ccc,Emil Forsberg,2019,MF,26.0,1249.0,RB Leipzig,Bundesliga,True,77.3,70.6,97.6,23.6,32.7,61.9,공격형 MF,0.62,74.1,68.0,2022.0,60.4,1
9a2e0ccc,Emil Forsberg,2020,MF,27.0,1141.0,RB Leipzig,Bundesliga,True,78.7,68.8,71.9,36.9,25.9,58.1,공격형 MF,0.33,67.4,62.8,2022.0,60.4,1
9a493fb7,Vincent Koziello,2018,MF,21.0,1596.0,Nice / Köln,Ligue 1 / Bundesliga,True,23.0,44.7,25.0,63.4,46.3,41.5,수비형 파괴자,0.36,48.1,44.8,,,0
9a506145,Rene Krhin,2018,MF,27.0,1312.0,Nantes,Ligue 1,True,39.2,20.2,8.1,64.1,59.4,35.3,수비형 파괴자,0.35,51.1,43.2,,,0
