fbref_id,Player,Season_End_Year,pos_primary,age_y,std_Min_Playing,Squads,Comps,eligible,grp_prod,grp_progress,grp_chance,grp_stability,grp_defense,score_position,style,style_confidence,score_style,ability
0000acda,Marco Benassi,2018,MF,22.0,2782.0,Fiorentina,Serie A,True,68.3,57.0,56.7,36.9,56.5,54.5,공격형 MF,0.61,58.3,56.4
0000acda,Marco Benassi,2019,MF,23.0,2282.0,Fiorentina,Serie A,True,68.9,48.3,39.9,39.6,20.5,43.8,공격형 MF,1.23,49.7,46.8
0000acda,Marco Benassi,2020,MF,24.0,980.0,Fiorentina,Serie A,True,50.7,37.0,55.9,43.8,38.6,44.5,공격형 MF,0.51,47.6,46.0
0000acda,Marco Benassi,2022,MF,26.0,540.0,Empoli / Fiorentina,Serie A,False,47.5,63.9,30.9,41.6,57.6,49.4,수비형 파괴자,0.29,52.7,51.0
0000acda,Marco Benassi,2023,DF,28.0,93.0,Fiorentina,Serie A,False,52.3,82.3,62.3,52.7,61.3,63.0,빌드업 수비수,2.12,65.7,64.4
000b3da6,Manuel Iturra,2018,MF,33.0,1583.0,Málaga,La Liga,True,26.7,21.2,11.6,50.8,73.1,33.8,수비형 파괴자,0.31,54.4,44.1
000b3da6,Manuel Iturra,2019,MF,34.0,74.0,Villarreal,La Liga,False,22.3,34.3,2.2,67.5,80.6,39.7,수비형 파괴자,1.83,63.5,51.6
00242715,Moussa Niakhate,2018,DF,21.0,3105.0,Metz,Ligue 1,True,49.3,40.7,21.5,49.5,48.5,44.5,빌드업 수비수,0.7,43.4,44.0
00242715,Moussa Niakhate,2019,DF,22.0,2789.0,Mainz 05,Bundesliga,True,51.0,28.6,36.5,49.6,58.8,47.9,스토퍼,0.01,52.8,50.3
00242715,Moussa Niakhate,2020,DF,23.0,2970.0,Mainz 05,Bundesliga,True,51.9,44.2,45.1,47.7,59.4,51.6,스토퍼,0.45,54.4,53.0
00242715,Moussa Niakhate,2021,DF,24.0,2866.0,Mainz 05,Bundesliga,True,62.7,53.5,52.6,38.9,53.1,50.1,스토퍼,0.06,49.9,50.0
00242715,Moussa Niakhate,2022,DF,25.0,2567.0,Mainz 05,Bundesliga,True,56.3,52.7,44.9,41.5,65.9,54.6,스토퍼,0.27,57.8,56.2
00242715,Moussa Niakhate,2023,DF,26.0,160.0,Nott'ham Forest,Premier League,False,73.8,22.8,21.8,25.2,43.7,34.2,스토퍼,5.26,37.4,35.8
00242b75,Leandro Barreiro Martins,2019,MF,18.0,90.0,Mainz 05,Bundesliga,False,29.2,33.1,14.8,41.0,74.5,36.6,수비형 파괴자,0.7,54.7,45.7
00242b75,Leandro Barreiro Martins,2020,MF,19.0,938.0,Mainz 05,Bundesliga,True,27.9,25.0,23.6,44.1,81.5,37.5,수비형 파괴자,1.45,58.1,47.8
00242b75,Leandro Barreiro Martins,2021,MF,20.0,2303.0,Mainz 05,Bundesliga,True,57.7,17.7,18.3,35.2,83.8,37.3,수비형 파괴자,1.02,57.2,47.2
00242b75,Leandro Barreiro Martins,2022,MF,21.0,1789.0,Mainz 05,Bundesliga,True,55.9,22.2,35.3,30.3,73.2,39.1,수비형 파괴자,0.64,52.0,45.6
00242b75,Leandro Barreiro Martins,2023,MF,22.0,561.0,Mainz 05,Bundesliga,False,47.1,24.3,23.2,8.5,53.8,28.8,공격형 MF,0.06,30.7,29.8
0033fb1b,Niclas Eliasson,2021,MF,24.0,1799.0,Nîmes,Ligue 1,True,75.6,25.7,58.8,21.5,52.9,43.1,딥 플레이메이커,0.54,39.5,41.3
003a5c72,Mikel San José,2018,MF,28.0,2155.0,Athletic Club,La Liga,True,35.3,39.1,22.6,45.0,72.9,41.5,수비형 파괴자,0.68,56.5,49.0
003a5c72,Mikel San José,2019,MF,29.0,1733.0,Athletic Club,La Liga,True,29.4,37.1,30.5,45.7,74.5,42.0,수비형 파괴자,0.79,57.3,49.6
003a5c72,Mikel San José,2020,MF,30.0,359.0,Athletic Club,La Liga,False,40.6,11.4,8.4,43.8,64.5,29.6,수비형 파괴자,1.7,47.4,38.5
00459419,Marko Arnautović,2018,FW,28.0,2313.0,West Ham,Premier League,True,72.6,62.3,66.0,35.3,70.4,65.3,돌파형 윙어,0.93,65.3,65.3
00459419,Marko Arnautović,2019,FW,29.0,1990.0,West Ham,Premier League,True,74.1,51.2,64.4,52.4,39.4,61.9,박스 포처,0.36,64.7,63.3
00459419,Marko Arnautović,2022,FW,32.0,2694.0,Bologna,Serie A,True,62.4,56.4,55.8,41.2,41.5,55.7,박스 포처,0.08,56.6,56.2
00459419,Marko Arnautović,2023,FW,33.0,867.0,Bologna,Serie A,True,37.4,47.5,59.9,24.1,47.4,43.6,연결형 공격수,1.64,45.8,44.7
0049d544,Yassine El Ghanassy,2018,MF,27.0,644.0,Nantes,Ligue 1,True,53.8,76.2,91.3,28.9,7.3,56.1,볼 운반형,1.14,63.0,59.6
004d185e,Tete Morente,2021,MF,23.0,2019.0,Elche,La Liga,True,51.5,34.2,45.4,24.8,43.0,38.5,볼 운반형,0.89,37.6,38.0
004d185e,Tete Morente,2022,MF,24.0,1632.0,Elche,La Liga,True,69.7,48.0,47.2,22.6,47.3,45.9,볼 운반형,0.4,46.1,46.0
004d185e,Tete Morente,2023,MF,25.0,628.0,Elche,La Liga,True,50.0,37.8,26.1,27.4,54.2,37.7,볼 운반형,0.13,36.7,37.2
00528660,Filippo Costa,2018,DF,22.0,1473.0,SPAL,Serie A,True,47.6,52.2,82.4,20.6,35.5,40.4,공격형 풀백,1.84,51.2,45.8
00528660,Filippo Costa,2019,DF,23.0,564.0,SPAL,Serie A,False,53.3,37.4,86.2,11.1,46.7,40.2,공격형 풀백,1.32,49.1,44.7
005c0807,Zinedine Ferhat,2020,MF,26.0,2246.0,Nîmes,Ligue 1,True,69.5,60.1,77.8,16.8,42.8,53.8,공격형 MF,0.24,63.0,58.4
005c0807,Zinedine Ferhat,2021,MF,27.0,2957.0,Nîmes,Ligue 1,True,74.9,56.7,83.3,15.7,52.3,55.9,공격형 MF,0.07,65.8,60.8
00638016,Léo Pétrot,2022,DF,24.0,1815.0,Lorient,Ligue 1,True,42.4,21.0,12.8,64.2,55.3,45.8,스토퍼,0.77,52.8,49.3
00672803,Lasse Günther,2022,DF,18.0,161.0,Augsburg,Bundesliga,False,43.1,59.0,41.6,43.4,34.1,42.6,공격형 풀백,0.75,45.7,44.2
007414dd,Samuel Edozie,2023,MF,19.0,99.0,Southampton,Premier League,False,39.6,54.6,56.7,12.9,35.3,41.5,볼 운반형,3.01,45.3,43.4
0076ab7f,Nemanja Gudelj,2020,MF,27.0,1216.0,Sevilla,La Liga,True,13.9,24.3,6.9,72.2,71.5,35.9,수비형 파괴자,0.47,58.5,47.2
0076ab7f,Nemanja Gudelj,2021,MF,28.0,1041.0,Sevilla,La Liga,True,13.6,28.9,3.4,64.1,73.8,35.3,수비형 파괴자,0.9,58.1,46.7
0076ab7f,Nemanja Gudelj,2022,DF,29.0,1046.0,Sevilla,La Liga,True,30.8,25.4,24.1,55.5,75.6,53.2,스토퍼,0.16,63.2,58.2
0076ab7f,Nemanja Gudelj,2023,DF,30.0,855.0,Sevilla,La Liga,True,62.9,23.8,28.8,62.8,46.5,45.1,스토퍼,1.41,48.4,46.8
007b39a5,Onel Hernández,2020,MF,26.0,1384.0,Norwich City,Premier League,True,58.1,52.3,51.8,18.2,34.6,43.6,볼 운반형,1.05,45.9,44.8
007faf7a,Lucas Da Cunha,2020,MF,18.0,72.0,Rennes,Ligue 1,False,38.3,26.6,69.1,58.0,16.0,41.5,공격형 MF,0.18,45.5,43.5
007faf7a,Lucas Da Cunha,2022,FW,20.0,1229.0,Clermont Foot / Nice,Ligue 1,True,27.2,69.9,69.0,51.6,64.1,50.2,연결형 공격수,0.52,55.9,53.0
00823e9a,Cesar Falletti,2018,MF,24.0,321.0,Bologna,Serie A,False,71.4,68.2,49.2,21.1,51.5,52.9,공격형 MF,0.15,57.9,55.4
00844823,Niklas Moisander,2018,DF,31.0,2250.0,Werder Bremen,Bundesliga,True,68.1,73.4,38.0,65.4,55.4,60.4,빌드업 수비수,0.83,63.6,62.0
00844823,Niklas Moisander,2019,DF,32.0,2637.0,Werder Bremen,Bundesliga,True,33.1,73.1,52.9,59.1,44.0,53.9,빌드업 수비수,0.81,59.0,56.4
00844823,Niklas Moisander,2020,DF,33.0,1979.0,Werder Bremen,Bundesliga,True,55.8,76.7,41.6,62.9,53.7,59.5,빌드업 수비수,0.59,63.4,61.4
00844823,Niklas Moisander,2021,DF,34.0,1222.0,Werder Bremen,Bundesliga,True,33.2,49.3,27.7,71.9,57.8,55.4,스토퍼,0.5,59.1,57.2
00891164,Cédric Hountondji,2022,DF,27.0,2034.0,Clermont Foot,Ligue 1,True,40.3,14.9,12.5,61.3,58.4,44.9,스토퍼,0.61,53.3,49.1
00891164,Cédric Hountondji,2023,DF,28.0,1157.0,Angers,Ligue 1,True,49.3,16.2,28.4,51.9,51.0,41.9,스토퍼,0.65,47.3,44.6
008a6e6d,Ragnar Klavan,2018,DF,31.0,1451.0,Liverpool,Premier League,True,51.4,54.1,52.0,76.6,50.3,57.9,스토퍼,0.43,57.3,57.6
008a6e6d,Ragnar Klavan,2019,DF,32.0,1230.0,Cagliari,Serie A,True,25.0,37.8,27.1,63.5,48.7,46.9,스토퍼,0.36,50.2,48.6
008a6e6d,Ragnar Klavan,2020,DF,33.0,2354.0,Cagliari,Serie A,True,38.8,28.6,21.7,72.4,35.1,42.0,스토퍼,0.24,43.6,42.8
008a6e6d,Ragnar Klavan,2021,DF,34.0,770.0,Cagliari,Serie A,True,47.5,28.0,16.2,68.8,42.0,43.6,스토퍼,0.45,46.9,45.2
00963611,Konstantinos Mavropanos,2018,DF,19.0,195.0,Arsenal,Premier League,False,28.5,25.0,9.2,64.8,48.3,42.8,스토퍼,0.6,48.7,45.8
00963611,Konstantinos Mavropanos,2019,DF,20.0,148.0,Arsenal,Premier League,False,53.8,71.7,38.9,81.9,69.4,69.2,빌드업 수비수,1.08,70.1,69.6
00963611,Konstantinos Mavropanos,2021,DF,22.0,1463.0,Stuttgart,Bundesliga,True,66.8,66.2,45.1,40.3,82.9,64.3,스토퍼,1.0,69.3,66.8
00963611,Konstantinos Mavropanos,2022,DF,23.0,2705.0,Stuttgart,Bundesliga,True,73.0,66.6,42.5,44.6,89.4,68.1,스토퍼,1.09,74.5,71.3
00963611,Konstantinos Mavropanos,2023,DF,24.0,967.0,Stuttgart,Bundesliga,True,85.5,73.0,76.3,30.1,85.5,68.3,스토퍼,0.63,70.2,69.2
009a4f60,Julian Ryerson,2020,DF,21.0,368.0,Union Berlin,Bundesliga,False,58.0,46.2,39.1,19.2,44.5,38.6,공격형 풀백,1.82,41.2,39.9
009a4f60,Julian Ryerson,2021,DF,22.0,1069.0,Union Berlin,Bundesliga,True,45.7,38.9,57.3,9.8,43.0,35.4,공격형 풀백,0.82,40.6,38.0
009a4f60,Julian Ryerson,2022,DF,23.0,1429.0,Union Berlin,Bundesliga,True,81.1,48.3,84.0,28.7,38.9,44.9,공격형 풀백,1.59,55.7,50.3
009a4f60,Julian Ryerson,2023,DF,24.0,781.0,Union Berlin,Bundesliga,True,66.6,45.4,63.2,16.2,38.4,38.2,공격형 풀백,1.72,46.2,42.2
00a6485f,Andreas Beck,2018,DF,30.0,1927.0,Stuttgart,Bundesliga,True,49.5,54.7,66.9,22.4,34.9,39.7,공격형 풀백,1.02,48.4,44.0
00a6485f,Andreas Beck,2019,DF,31.0,1776.0,Stuttgart,Bundesliga,True,55.8,38.1,67.3,30.2,31.0,37.1,공격형 풀백,0.75,44.6,40.8
00a8d210,Przemysław Frankowski,2022,DF,26.0,2448.0,Lens,Ligue 1,True,90.9,62.0,89.5,36.1,21.4,43.5,공격형 풀백,1.12,59.8,51.6
00a8d210,Przemysław Frankowski,2023,DF,27.0,827.0,Lens,Ligue 1,True,76.9,72.5,94.2,25.1,29.4,45.8,공격형 풀백,1.1,62.6,54.2
00b0bb87,Fabrizio Cacciatore,2018,DF,30.0,2871.0,Chievo,Serie A,True,68.4,71.7,90.9,36.9,43.7,53.6,공격형 풀백,0.76,65.3,59.4
00b0bb87,Fabrizio Cacciatore,2019,DF,31.0,1077.0,Cagliari / Chievo,Serie A,True,49.7,62.9,87.2,42.1,23.8,43.8,공격형 풀백,0.65,56.7,50.2
00b0bb87,Fabrizio Cacciatore,2020,DF,32.0,1153.0,Cagliari,Serie A,True,41.3,54.3,59.4,38.2,28.4,39.8,공격형 풀백,0.34,46.7,43.2
00b28772,Nemanja Maksimović,2018,MF,22.0,557.0,Valencia,La Liga,False,38.7,39.9,41.5,55.6,74.5,48.4,수비형 파괴자,0.67,61.2,54.8
00b28772,Nemanja Maksimović,2019,MF,23.0,3209.0,Getafe,La Liga,True,26.1,10.1,10.3,46.3,74.0,29.4,수비형 파괴자,0.71,51.9,40.6
00b28772,Nemanja Maksimović,2020,MF,24.0,2895.0,Getafe,La Liga,True,40.5,11.0,12.8,46.4,61.2,30.4,수비형 파괴자,0.24,46.5,38.4
00b28772,Nemanja Maksimović,2021,MF,25.0,2728.0,Getafe,La Liga,True,30.1,12.3,20.1,49.6,68.5,32.4,수비형 파괴자,0.39,51.0,41.7
00b28772,Nemanja Maksimović,2022,MF,26.0,2936.0,Getafe,La Liga,True,32.3,15.8,12.0,50.6,68.5,32.4,수비형 파괴자,0.14,51.5,42.0
00b28772,Nemanja Maksimović,2023,MF,27.0,600.0,Getafe,La Liga,True,28.4,9.1,6.4,28.7,57.9,22.7,수비형 파괴자,0.17,39.2,31.0
00c3d4dc,Sebastian Soto,2019,MF,18.0,29.0,Hannover 96,Bundesliga,False,22.3,15.0,45.0,37.6,39.6,30.3,딥 플레이메이커,2.81,32.2,31.2
00f0482f,Shola Shoretire,2021,FW,16.0,11.0,Manchester Utd,Premier League,False,17.6,59.8,26.2,58.3,40.8,34.2,돌파형 윙어,0.81,38.9,36.6
00f0482f,Shola Shoretire,2022,MF,17.0,16.0,Manchester Utd,Premier League,False,22.3,12.5,2.3,73.5,15.9,24.7,수비형 파괴자,0.17,29.5,27.1
00f518d8,Faride Alidou,2023,DF,21.0,116.0,Eint Frankfurt,Bundesliga,False,69.8,78.6,78.6,24.8,32.9,46.5,공격형 풀백,2.28,60.5,53.5
01040647,Gennaro Acampora,2021,MF,26.0,441.0,Spezia,Serie A,False,23.9,49.8,14.0,38.3,41.2,35.2,볼 운반형,0.39,37.5,36.4
0118c54c,Anthony Caci,2019,DF,21.0,2298.0,Strasbourg,Ligue 1,True,28.0,58.6,54.5,34.7,41.4,43.8,빌드업 수비수,0.03,46.0,44.9
0118c54c,Anthony Caci,2020,DF,22.0,691.0,Strasbourg,Ligue 1,True,76.2,72.5,96.2,26.8,54.4,56.4,공격형 풀백,0.19,68.3,62.4
0118c54c,Anthony Caci,2021,DF,23.0,2797.0,Strasbourg,Ligue 1,True,37.0,64.8,61.3,36.9,45.2,48.2,공격형 풀백,0.33,53.0,50.6
0118c54c,Anthony Caci,2022,DF,24.0,2395.0,Strasbourg,Ligue 1,True,68.0,81.2,78.6,39.6,39.3,53.1,공격형 풀백,0.34,64.6,58.8
0118c54c,Anthony Caci,2023,DF,25.0,446.0,Mainz 05,Bundesliga,False,65.2,57.9,58.9,21.1,40.9,42.4,빌드업 수비수,1.74,43.9,43.2
01226327,Ryan Bertrand,2018,DF,27.0,3135.0,Southampton,Premier League,True,65.0,70.9,85.2,38.7,34.8,49.6,공격형 풀백,1.35,61.8,55.7
01226327,Ryan Bertrand,2019,DF,28.0,2160.0,Southampton,Premier League,True,55.6,49.3,74.3,27.6,38.7,42.4,공격형 풀백,1.42,50.8,46.6
01226327,Ryan Bertrand,2020,DF,29.0,2742.0,Southampton,Premier League,True,64.6,64.1,70.3,27.5,36.2,44.4,공격형 풀백,1.11,54.6,49.5
01226327,Ryan Bertrand,2021,DF,30.0,2598.0,Southampton,Premier League,True,43.5,49.5,60.9,34.6,35.9,41.2,공격형 풀백,0.62,46.8,44.0
01226327,Ryan Bertrand,2022,DF,31.0,337.0,Leicester City,Premier League,False,31.4,36.8,37.1,33.1,37.7,36.0,공격형 풀백,0.45,36.0,36.0
012c38ec,Meritan Shabani,2018,FW,18.0,55.0,Bayern Munich,Bundesliga,False,18.0,28.1,23.4,26.6,49.0,25.1,돌파형 윙어,2.33,26.4,25.8
012c38ec,Meritan Shabani,2019,MF,19.0,1.0,Bayern Munich,Bundesliga,False,22.3,37.6,2.2,73.2,14.8,31.9,수비형 파괴자,19.42,32.6,32.2
012c975a,Rhys Williams,2021,DF,19.0,661.0,Liverpool,Premier League,True,55.3,35.7,43.7,66.3,65.3,57.0,스토퍼,1.89,61.9,59.4
014aa7bd,Álvaro Aguado,2023,MF,26.0,612.0,Valladolid,La Liga,True,32.6,51.0,62.6,40.6,46.2,47.7,딥 플레이메이커,0.9,49.6,48.7
014b57f5,Sergio Moreno,2019,FW,19.0,14.0,Rayo Vallecano,La Liga,False,60.0,22.4,25.7,68.2,28.9,43.3,박스 포처,6.54,48.8,46.0
0154d290,Felix Afena-Gyan,2022,FW,18.0,668.0,Roma,Serie A,True,33.5,55.8,55.9,27.0,51.2,43.6,돌파형 윙어,0.78,48.3,46.0
0154d290,Felix Afena-Gyan,2023,MF,19.0,143.0,Cremonese,Serie A,False,33.5,31.8,13.2,50.8,54.5,35.5,수비형 파괴자,0.94,47.0,41.2
016ff750,Valentino Lazaro,2018,MF,21.0,1864.0,Hertha BSC,Bundesliga,True,65.7,32.5,62.6,19.0,46.9,42.9,볼 운반형,0.07,41.2,42.0
016ff750,Valentino Lazaro,2019,DF,22.0,2741.0,Hertha BSC,Bundesliga,True,85.0,72.7,91.5,26.4,29.4,46.3,공격형 풀백,1.14,63.0,54.6
016ff750,Valentino Lazaro,2020,DF,23.0,803.0,Newcastle Utd / Inter,Premier League / Serie A,True,76.7,52.3,85.5,17.5,23.0,36.4,공격형 풀백,2.09,52.0,44.2
016ff750,Valentino Lazaro,2021,DF,24.0,1240.0,M'Gladbach,Bundesliga,True,84.7,49.6,77.5,28.7,27.8,40.2,공격형 풀백,1.34,52.6,46.4
016ff750,Valentino Lazaro,2023,DF,26.0,750.0,Torino,Serie A,True,69.5,71.9,84.7,29.1,26.8,44.3,공격형 풀백,1.25,59.4,51.8
0174ba21,Robin Hack,2018,FW,18.0,69.0,Hoffenheim,Bundesliga,False,59.7,32.7,19.5,22.7,74.1,44.0,박스 포처,0.44,48.7,46.4
0174ba21,Robin Hack,2022,MF,22.0,1364.0,Arminia,Bundesliga,True,60.8,51.6,60.0,15.7,24.6,43.4,볼 운반형,0.22,46.1,44.8
01834aa0,Sebastiaan Bornauw,2020,DF,20.0,2447.0,Köln,Bundesliga,True,74.6,36.6,30.0,58.8,49.9,48.7,스토퍼,0.23,51.1,49.9
01834aa0,Sebastiaan Bornauw,2021,DF,21.0,2083.0,Köln,Bundesliga,True,58.9,18.3,13.7,66.9,59.5,48.5,스토퍼,1.7,56.3,52.4
01834aa0,Sebastiaan Bornauw,2022,DF,22.0,2007.0,Wolfsburg,Bundesliga,True,54.7,21.1,15.4,69.7,65.1,51.9,스토퍼,1.52,60.5,56.2
01834aa0,Sebastiaan Bornauw,2023,DF,23.0,455.0,Wolfsburg,Bundesliga,False,43.4,35.0,16.8,37.6,39.9,36.2,빌드업 수비수,1.12,35.4,35.8
01870104,Mohamed Lamine Bayo,2022,FW,23.0,2413.0,Clermont Foot,Ligue 1,True,70.9,44.1,53.3,44.9,30.9,55.4,연결형 공격수,0.73,53.5,54.4
01870104,Mohamed Lamine Bayo,2023,FW,24.0,211.0,Lille,Ligue 1,False,53.6,37.7,45.4,3.9,17.2,40.2,박스 포처,0.26,42.2,41.2
01962d0d,Joe Gelhardt,2022,FW,19.0,746.0,Leeds United,Premier League,True,68.8,60.5,76.0,16.8,48.1,61.3,연결형 공격수,0.25,60.8,61.0
01962d0d,Joe Gelhardt,2023,FW,20.0,157.0,Leeds United,Premier League,False,54.1,63.0,50.5,36.9,69.1,55.0,타겟맨,0.34,56.7,55.8
019f4d0d,Leandro Castán,2018,DF,30.0,1141.0,Cagliari,Serie A,True,43.9,29.5,25.9,56.3,52.9,45.9,빌드업 수비수,0.37,42.6,44.2
01a49bd2,Lisandro Magallán,2020,DF,25.0,1197.0,Alavés,La Liga,True,59.7,21.7,39.9,44.6,50.2,42.6,스토퍼,1.03,46.1,44.4
01a49bd2,Lisandro Magallán,2021,DF,26.0,2181.0,Crotone,Serie A,True,55.3,33.0,47.7,37.6,60.9,47.9,스토퍼,0.93,51.9,49.9
01ae64cd,Aythami Artiles,2018,DF,31.0,184.0,Las Palmas,La Liga,False,33.4,16.4,33.3,65.2,46.3,43.1,스토퍼,2.51,47.4,45.2
01becd60,Alan Virginius,2023,MF,19.0,59.0,Lille,Ligue 1,False,49.6,54.3,30.6,12.2,25.4,36.1,공격형 MF,1.35,40.1,38.1
01c3aff5,Weston McKennie,2018,MF,18.0,1263.0,Schalke 04,Bundesliga,True,34.3,21.3,23.3,29.6,71.7,32.9,수비형 파괴자,0.42,49.3,41.1
01c3aff5,Weston McKennie,2019,MF,19.0,1746.0,Schalke 04,Bundesliga,True,56.6,35.4,42.2,19.4,64.7,41.1,수비형 파괴자,0.15,47.4,44.2
01c3aff5,Weston McKennie,2020,MF,20.0,2074.0,Schalke 04,Bundesliga,True,52.1,47.1,28.2,46.3,86.7,49.8,수비형 파괴자,0.78,66.0,57.9
01c3aff5,Weston McKennie,2021,MF,21.0,1702.0,Juventus,Serie A,True,79.5,42.9,57.8,47.6,64.4,55.5,공격형 MF,0.22,59.9,57.7
01c3aff5,Weston McKennie,2022,MF,22.0,1369.0,Juventus,Serie A,True,56.2,46.0,41.1,35.0,58.9,46.3,공격형 MF,0.26,47.1,46.7
01c3aff5,Weston McKennie,2023,MF,24.0,716.0,Juventus,Serie A,True,59.7,38.9,31.5,31.3,50.1,40.7,공격형 MF,0.64,42.7,41.7
01ce9e70,Kieffer Moore,2023,FW,30.0,593.0,Bournemouth,Premier League,False,17.7,13.2,17.6,8.9,49.9,19.1,연결형 공격수,0.44,17.1,18.1
01da7812,Myrto Uzuni,2022,MF,26.0,856.0,Granada,La Liga,True,56.4,26.2,26.1,15.5,39.2,30.5,공격형 MF,0.19,34.8,32.6
01e5f06e,Sergio Gómez,2018,MF,16.0,9.0,Dortmund,Bundesliga,False,36.7,37.9,77.1,73.4,29.0,51.3,딥 플레이메이커,5.67,55.2,53.2
01e5f06e,Sergio Gómez,2021,MF,19.0,792.0,Huesca,La Liga,True,46.7,59.8,45.9,25.4,44.5,45.9,딥 플레이메이커,0.32,44.8,45.3
01e5f06e,Sergio Gómez,2023,DF,22.0,111.0,Manchester City,Premier League,False,76.7,75.9,94.7,39.0,57.2,61.1,공격형 풀백,0.3,71.4,66.2
01eb744d,Ángel Correa,2018,MF,22.0,2253.0,Atlético Madrid,La Liga,True,81.6,60.5,73.7,14.3,26.0,51.9,볼 운반형,0.41,54.9,53.4
01eb744d,Ángel Correa,2019,MF,23.0,1919.0,Atlético Madrid,La Liga,True,62.6,62.1,78.6,17.7,36.9,52.8,볼 운반형,0.5,56.3,54.6
01eb744d,Ángel Correa,2020,MF,24.0,2061.0,Atlético Madrid,La Liga,True,85.2,43.7,65.0,18.4,27.7,46.7,공격형 MF,0.7,59.2,53.0
01eb744d,Ángel Correa,2021,FW,25.0,2393.0,Atlético Madrid,La Liga,True,61.6,78.7,82.1,42.3,58.6,66.9,돌파형 윙어,0.58,71.4,69.2
01eb744d,Ángel Correa,2022,FW,26.0,1856.0,Atlético Madrid,La Liga,True,72.6,74.0,70.5,31.6,46.0,65.7,박스 포처,0.1,65.7,65.7
01eb744d,Ángel Correa,2023,FW,27.0,407.0,Atlético Madrid,La Liga,False,73.0,71.0,82.8,48.9,48.5,69.7,돌파형 윙어,0.65,71.1,70.4
01efac19,Antonín Barák,2018,MF,22.0,2713.0,Udinese,Serie A,True,64.8,55.1,48.0,38.4,56.1,52.0,볼 운반형,0.16,52.3,52.2
01efac19,Antonín Barák,2019,MF,23.0,329.0,Udinese,Serie A,False,28.5,43.2,24.7,44.4,25.2,34.8,수비형 파괴자,0.27,32.8,33.8
01efac19,Antonín Barák,2020,MF,24.0,1563.0,Lecce / Udinese,Serie A,True,68.0,64.6,58.7,45.5,55.5,58.7,볼 운반형,0.03,60.0,59.4
01efac19,Antonín Barák,2021,MF,25.0,2765.0,Hellas Verona,Serie A,True,67.5,53.3,44.2,42.2,53.6,51.4,수비형 파괴자,0.07,50.9,51.2
01efac19,Antonín Barák,2022,MF,26.0,2340.0,Hellas Verona,Serie A,True,80.2,65.6,58.8,35.4,42.6,57.0,공격형 MF,0.26,63.8,60.4
01efac19,Antonín Barák,2023,MF,27.0,633.0,Fiorentina / Hellas Verona,Serie A,True,32.2,53.6,19.5,28.4,26.9,34.5,볼 운반형,0.26,38.2,36.4
01fd01e8,Souleymane Touré,2023,DF,19.0,67.0,Marseille,Ligue 1,False,43.4,17.2,31.8,47.0,53.4,41.9,공격형 풀백,0.57,35.2,38.6
02319ad7,Jaime Mata,2019,FW,29.0,2432.0,Getafe,La Liga,True,54.3,50.7,24.7,19.2,69.0,45.6,타겟맨,0.12,51.2,48.4
02319ad7,Jaime Mata,2020,FW,30.0,2747.0,Getafe,La Liga,True,34.1,43.2,48.7,21.3,56.4,39.8,타겟맨,0.65,40.8,40.3
02319ad7,Jaime Mata,2021,FW,31.0,2037.0,Getafe,La Liga,True,27.7,31.4,25.2,29.4,56.0,30.9,타겟맨,0.98,35.1,33.0
02319ad7,Jaime Mata,2022,FW,32.0,672.0,Getafe,La Liga,True,23.4,44.5,21.9,19.6,44.2,29.0,타겟맨,1.16,30.2,29.6
02319ad7,Jaime Mata,2023,FW,34.0,42.0,Getafe,La Liga,False,11.7,40.8,3.5,22.7,68.4,22.6,타겟맨,0.06,29.0,25.8
023937a9,Ivan Radovanović,2018,MF,28.0,3140.0,Chievo,Serie A,True,20.7,35.5,23.6,59.6,80.8,42.5,딥 플레이메이커,0.27,44.6,43.6
023937a9,Ivan Radovanović,2019,MF,29.0,2984.0,Chievo / Genoa,Serie A,True,22.5,41.1,12.3,59.9,72.9,41.1,딥 플레이메이커,0.24,42.5,41.8
023937a9,Ivan Radovanović,2020,MF,30.0,1318.0,Genoa,Serie A,True,32.0,46.3,33.6,68.2,75.1,50.3,딥 플레이메이커,0.31,52.2,51.2
023937a9,Ivan Radovanović,2021,DF,31.0,2232.0,Genoa,Serie A,True,33.2,21.2,17.0,59.1,52.4,43.4,스토퍼,0.52,49.7,46.6
023937a9,Ivan Radovanović,2022,DF,32.0,1053.0,Salernitana,Serie A,True,77.9,40.0,53.9,63.2,47.0,51.9,빌드업 수비수,0.43,51.7,51.8
023937a9,Ivan Radovanović,2023,MF,34.0,359.0,Salernitana,Serie A,False,27.9,25.3,4.7,36.8,48.3,27.3,수비형 파괴자,0.0,38.8,33.0
02760e49,Michel Vlap,2021,MF,23.0,371.0,Arminia,Bundesliga,False,67.3,27.9,64.7,18.4,21.4,38.3,딥 플레이메이커,0.47,35.7,37.0
028e70b9,Joshua Zirkzee,2020,FW,18.0,297.0,Bayern Munich,Bundesliga,False,69.0,42.5,45.1,45.3,56.6,55.3,박스 포처,0.85,59.1,57.2
028e70b9,Joshua Zirkzee,2021,FW,19.0,205.0,Parma / Bayern Munich,Serie A / Bundesliga,False,21.1,49.4,39.8,34.6,40.6,33.8,타겟맨,0.46,32.0,32.9
028e70b9,Joshua Zirkzee,2023,FW,21.0,208.0,Bologna,Serie A,False,72.6,26.4,15.2,34.4,26.5,43.5,연결형 공격수,0.38,35.3,39.4
